Unnamed: 0,Time,User,Tweet,Location,Retweets,sentiment
2317,2023-05-18 17:02:59+00:00,mswyrr,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",,180,negative
2318,2023-05-18 17:02:57+00:00,erosblessed,RT @iamJeffTorres: Actors if you get a contract with AI language in any form DO NOT SIGN IT. Contact @sagaftra and send it to them first. W…,venmo me @Yonderly,68,positive
2319,2023-05-18 17:02:51+00:00,AshleyCullins,"To provide protection for actors without stifling innovation, SAG-AFTRA will want to ensure AI is used for augmentation rather than replacement. https://t.co/G31oSfWbT7 via @thr",,8,neutral
2320,2023-05-18 17:01:54+00:00,_kawen,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",The internets,4425,positive
2321,2023-05-18 17:01:51+00:00,tequilacowboyy,"@DailyLoud With AI, many many actors and musicians will be facing copyright issues for years to come. Will be interesting to see what precedent is set.","Houston, TX",1,positive
2322,2023-05-18 17:01:47+00:00,JabariHaakim,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…","Atlanta, GA",180,negative
2323,2023-05-18 17:01:45+00:00,TallulahB2012,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",Your subconscious ,352,positive
2324,2023-05-18 17:01:45+00:00,aGhostofeli,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",,180,negative
2325,2023-05-18 17:01:36+00:00,LizGalalis,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",Los Angeles,180,negative
2326,2023-05-18 17:01:15+00:00,CyborgApologist,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
2327,2023-05-18 17:00:43+00:00,cyber_north,"‼️ Bad actors are using AI tools for targeted phishing attacks. These cyber attacks jumped 47% year over year between 2021 and 2022. Explore these findings and more in Zscaler’s ThreatLabz 2023 Phishing Report. #cybersecurity 

https://t.co/n3MxTIZyjt",Portland Maine,0,negative
2328,2023-05-18 16:59:48+00:00,mutalenkonde,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",Making my way off Twitter ,352,positive
2329,2023-05-18 16:58:48+00:00,Reevo_lt,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","San Benedetto del Tronto, Marc",4425,positive
2330,2023-05-18 16:58:45+00:00,hipsterelectron,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",they/them,352,positive
2331,2023-05-18 16:58:24+00:00,ThatVDOVault,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",Shenandoah Valley VA USA,180,negative
2332,2023-05-18 16:58:23+00:00,EmUnArum,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…","Midgardsormr, Aether",352,positive
2333,2023-05-18 16:58:22+00:00,Louie_Ge_,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…","East Bay, CA, USA",180,negative
2334,2023-05-18 16:58:15+00:00,mrsmercurial,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",Colorado,352,positive
2335,2023-05-18 16:57:40+00:00,TaishaMPerez,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",,180,negative
2336,2023-05-18 16:57:13+00:00,NoLongerCapy,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",20⬆️,352,positive
2337,2023-05-18 16:56:58+00:00,ThatVDOVault,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Shenandoah Valley VA USA,4425,positive
2338,2023-05-18 16:56:38+00:00,andrewjokeefe,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…","Aptos, CA",352,positive
2339,2023-05-18 16:56:34+00:00,realnikdahlen,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",she/they/fey (genderfluid),180,negative
2340,2023-05-18 16:56:19+00:00,M_L_A_Z,"RT @ebakerwhite: At BuzzFeed News, I wrote about a company using white actors to portray Black characters in VR DEI trainings. Experts &amp; em…","Indre-et-Loire, Centre",8,neutral
2341,2023-05-18 16:56:10+00:00,timothylegion,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Toronto, Canada",4425,positive
2342,2023-05-18 16:56:08+00:00,JefferyWarfiel2,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",,180,negative
2343,2023-05-18 16:55:56+00:00,kellylinhayes,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…","Pennsylvania, USA",180,negative
2344,2023-05-18 16:55:48+00:00,quicksparrows,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…","Toronto, Ontario",352,positive
2345,2023-05-18 16:55:21+00:00,wfrolik,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…","Pittsburgh, PA",180,negative
2346,2023-05-18 16:55:10+00:00,MTFIII,"Where Actors Could Make a Deal With Studios on AI

With AI no longer a theoretical issue and lawyers looking for ways to protect talent without stifling innovation, SAG-AFTRA has a new rallying cry: ""augmentation, rather than replacement."" https://t.co/cYEXgaALjN via @thr","Brooklyn, NY",0,neutral
2347,2023-05-18 16:55:08+00:00,heathercampbell,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Emerald Hill Zone,4425,positive
2348,2023-05-18 16:55:07+00:00,siennalorraine_,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",,180,negative
2349,2023-05-18 16:55:00+00:00,steph_philbrook,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
2350,2023-05-18 16:54:41+00:00,REALJacSantos,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",,180,negative
2351,2023-05-18 16:53:44+00:00,MrLovemakin,"@D4hz4hn You see this happens when you have real people ask that question and real artists, writers, and voice actors who put time and effort into making something for humanity and not just type “Harley Quinn 1960” into a shitty AI image generator website",United States,0,negative
2352,2023-05-18 16:53:16+00:00,mylena_gardiner,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",USS Shenzhou,180,negative
2353,2023-05-18 16:53:02+00:00,JoeCryptid,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",,180,negative
2354,2023-05-18 16:52:28+00:00,kevin_klyman,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
2355,2023-05-18 16:52:19+00:00,ckirbyart,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",The Internet ,180,negative
2356,2023-05-18 16:52:06+00:00,PUTHYGAMES,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",a bad bitches brain,180,negative
2357,2023-05-18 16:51:50+00:00,NicoleBdorf,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",Southern California,180,negative
2358,2023-05-18 16:51:41+00:00,Shinikage221,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",Amegakure ,180,negative
2359,2023-05-18 16:51:40+00:00,MessFixing,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",Pacific Northwest 🇺🇸🇩🇰🇳🇴,868,neutral
2360,2023-05-18 16:51:37+00:00,WriteToRebel,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",(He/They),352,positive
2361,2023-05-18 16:51:36+00:00,AnchorTavern,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",Pac-12 Country,868,neutral
2362,2023-05-18 16:51:26+00:00,PhilipTKingston,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…","Dallas, Texas",352,positive
2363,2023-05-18 16:50:24+00:00,christinadirkes,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…","Los Angeles, CA",180,negative
2364,2023-05-18 16:50:14+00:00,AnchorTavern,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Pac-12 Country,4425,positive
2365,2023-05-18 16:50:05+00:00,MessFixing,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Pacific Northwest 🇺🇸🇩🇰🇳🇴,4425,positive
2366,2023-05-18 16:49:56+00:00,xWiseGirl,RT @somebadideas: I would argue ever since Disney used an AI Mark Hamill voice in Boba Fett show instead of you know a terrific voice actor…,ace/bi ,304,negative
2367,2023-05-18 16:49:24+00:00,BParker2021,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",None Your Business,180,negative
2368,2023-05-18 16:49:15+00:00,oom_rl,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",Maryland,868,neutral
2369,2023-05-18 16:49:01+00:00,carrietobey,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",Massachusetts,180,negative
2370,2023-05-18 16:48:07+00:00,aliciapie,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Los Angeles vicinity,4425,positive
2371,2023-05-18 16:48:00+00:00,MasakakiK,"RT @Jfields_217: Creatives, musicians, artists, actors, voice actors…. How many of you would actually opt in to have your work used without…",,224,positive
2372,2023-05-18 16:47:54+00:00,carolinerenard_,"Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. You’ve already started seeing your minimums go down when your film or show is on streaming compared to if it’s in the theatre or network or cable.","Los Angeles, CA",180,negative
2373,2023-05-18 16:46:50+00:00,christ0phanes,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…","Silver City, NM",197,positive
2374,2023-05-18 16:46:35+00:00,kataurama,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
2375,2023-05-18 16:46:30+00:00,Haize_27,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
2376,2023-05-18 16:45:48+00:00,boothecalico,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…",bodily minor | aest,197,positive
2377,2023-05-18 16:45:35+00:00,adimal_,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
2378,2023-05-18 16:44:25+00:00,fickledeity,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
2379,2023-05-18 16:42:47+00:00,AdmiralHip,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",Ireland,352,positive
2380,2023-05-18 16:42:03+00:00,BrianVaughnVA,"@jamesjyu AI Technology is basically giving the ultimate alternative to real artists (writers, voice actors, etc) and that is cheap, borderline free products.

Sure the products are flawed and broken, but they're being used as alternatives none the less as people do not want to pay us.",United States,0,positive
2381,2023-05-18 16:41:56+00:00,atzi2797,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…",,197,positive
2382,2023-05-18 16:41:21+00:00,U4ANetwork,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",Your Work Place,352,positive
2383,2023-05-18 16:37:53+00:00,zipavika,"RT @Jfields_217: Creatives, musicians, artists, actors, voice actors…. How many of you would actually opt in to have your work used without…",Ima Yuri Gagarin on Ice!!!,224,positive
2384,2023-05-18 16:37:29+00:00,DanHall35818675,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",Bonnie Doon,352,positive
2385,2023-05-18 16:36:54+00:00,sf_boswell,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
2386,2023-05-18 16:35:54+00:00,ZinaAntoaneta,RT @NikatLaw: AI can enable pattern recognition of anything and patterns can include what a human is thinking before they even verbalize it…,,19,positive
2387,2023-05-18 16:34:56+00:00,sirosenbaum,@markyarm something about people using AI to create nonexistent minority actors to argue for representation really fucking sucks,,0,positive
2388,2023-05-18 16:34:26+00:00,Atomic_Mallard,"RT @Jfields_217: Creatives, musicians, artists, actors, voice actors…. How many of you would actually opt in to have your work used without…",,224,positive
2389,2023-05-18 16:34:22+00:00,NSpake,"AI can’t replace writers, directors, or actors. You know what AI can replace? CEOs who are essentially glorified middlemen between an algorithm and the green light. #WGAStrong #SAGAFTRAStrong","Phoenix, AZ",0,neutral
2390,2023-05-18 16:34:09+00:00,Insanely_Smart,"RT @ebakerwhite: At BuzzFeed News, I wrote about a company using white actors to portray Black characters in VR DEI trainings. Experts &amp; em…",The Null Zone,8,neutral
2391,2023-05-18 16:31:51+00:00,LauriJon,"@msdanifernandez Yes, Listen to Dani. If not now... actors will be replaced with AI versions... it's already happening to voice actors.","Encino, CA",0,positive
2392,2023-05-18 16:30:37+00:00,bikemaker,RT @iamJeffTorres: Actors if you get a contract with AI language in any form DO NOT SIGN IT. Contact @sagaftra and send it to them first. W…,"New York, NY",68,positive
2393,2023-05-18 16:29:55+00:00,ArtySadie,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…", 🐢🏝,4425,positive
2394,2023-05-18 16:29:35+00:00,odd_child_1,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…",,197,positive
2395,2023-05-18 16:28:55+00:00,MarMai1,"RT @Jfields_217: Creatives, musicians, artists, actors, voice actors…. How many of you would actually opt in to have your work used without…",USA,224,positive
2396,2023-05-18 16:28:25+00:00,DawnBarajas9,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…","Chicago, IL",197,positive
2397,2023-05-18 16:27:58+00:00,CultureCriticZ,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…","Georgia, USA",352,positive
2398,2023-05-18 16:25:55+00:00,ConceptualKory,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"East Peoria, IL",4102,neutral
2399,2023-05-18 16:25:01+00:00,N7IRL,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
2400,2023-05-18 16:24:09+00:00,EditBrooker,RT @somebadideas: I would argue ever since Disney used an AI Mark Hamill voice in Boba Fett show instead of you know a terrific voice actor…,Chicago,304,negative
2401,2023-05-18 16:23:15+00:00,TheLividKid,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…",DILFTOWN 🇨🇿🇺🇸He/Him/DILF,197,positive
2402,2023-05-18 16:22:50+00:00,scotlang,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Palm Springs, CA",4425,positive
2403,2023-05-18 16:22:05+00:00,SkuIIyKnight,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
2404,2023-05-18 16:21:27+00:00,aquarium,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…","Sofia, adult",352,positive
2405,2023-05-18 16:20:32+00:00,NikatLaw,"AI can enable pattern recognition of anything and patterns can include what a human is thinking before they even verbalize it. This can turn the entire human body into an eavesdropping tool for bad actors, incl. now non-state sponsored ones.

Hacking other devices (incl.… https://t.co/bvd2FXkVpg https://t.co/AodpJZfSf2",,19,negative
2406,2023-05-18 16:20:22+00:00,satrian,RT @THR: Where Actors Could Make a Deal With Studios on AI https://t.co/p5ttEgr0o1,Zaragoza,2,neutral
2407,2023-05-18 16:20:20+00:00,AlfonsGorina,RT @THR: Where Actors Could Make a Deal With Studios on AI https://t.co/p5ttEgr0o1,"Barcelona, Catalunya",2,neutral
2408,2023-05-18 16:19:47+00:00,sulemanali,"Who's building this?  Cameo but AI

Best part - Cameo has the innovators dilemma here.  They can't do this for fear of upending their existing business.

2 different versions:

#1: Get licenses

1.1 Lots of stars are on Cameo. Kevin O'Leary from Shark Tank to all the actors of… https://t.co/dD4iInmcZq",New York City,1,positive
2409,2023-05-18 16:18:48+00:00,jwordfish,"@leighalexander I think the new rule has to be never blame an AI, always blame human actors. Anything else seems like helping this big shift towards corporate impunity. It’s a new form of hiring “consultants”.","Brooklyn, NY",0,positive
2410,2023-05-18 16:18:37+00:00,ToddStevenBurr1,Where Actors Could Make a Deal With Studios on AI https://t.co/kn2VoMNHfp via @thr,"Newark, NJ",0,neutral
2411,2023-05-18 16:18:34+00:00,pasteldeor,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"Vermont, USA",4102,neutral
2412,2023-05-18 16:18:32+00:00,OpeneroftheJay,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…",Resistance Member #1937,197,positive
2413,2023-05-18 16:18:01+00:00,va_layla,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,Somewhere,4102,neutral
2414,2023-05-18 16:17:55+00:00,Glassy_Squid,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",The Land of Seas,352,positive
2415,2023-05-18 16:16:46+00:00,THR,Where Actors Could Make a Deal With Studios on AI https://t.co/p5ttEgr0o1,"Hollywood, CA",2,neutral
2416,2023-05-18 16:16:43+00:00,Dr_MarkusMeier,@elonmusk do we still need human actors? AI actors would be cheaper imho,Germany,0,neutral
2417,2023-05-18 16:16:25+00:00,BittaHoneyNY,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…","New York, USA",352,positive
2418,2023-05-18 16:16:19+00:00,sashahurd,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…","Ann Arbor, MI",197,positive
2419,2023-05-18 16:15:28+00:00,whoaskedjoaquin,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…","Los Angeles, CA",197,positive
2420,2023-05-18 16:13:07+00:00,MrRafaelAgustin,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Los Angeles ,4425,positive
2421,2023-05-18 16:12:54+00:00,wellswoman,RT @somebadideas: I would argue ever since Disney used an AI Mark Hamill voice in Boba Fett show instead of you know a terrific voice actor…,,304,negative
2422,2023-05-18 16:12:34+00:00,jlwinch1,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
2423,2023-05-18 16:08:18+00:00,w1thdiamonds,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…",Lost to the ages,197,positive
2424,2023-05-18 16:07:53+00:00,cj_dugas,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
2425,2023-05-18 16:05:52+00:00,DethVeggie,RT @somebadideas: I would argue ever since Disney used an AI Mark Hamill voice in Boba Fett show instead of you know a terrific voice actor…,@dethveggie.bsky.social,304,negative
2426,2023-05-18 16:05:09+00:00,apexectomy,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,"British Columbia, Canada",4102,neutral
2427,2023-05-18 16:03:34+00:00,laborradionet,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",United States,352,positive
2428,2023-05-18 16:02:26+00:00,Ardvark23,RT @somebadideas: I would argue ever since Disney used an AI Mark Hamill voice in Boba Fett show instead of you know a terrific voice actor…,The Netherlands,304,negative
2429,2023-05-18 16:02:20+00:00,sallybeaumont1,"Realising that in a jam where voice actors are offering to work for free, there’s still people who want to use AI “from YouTube videos”.
Like…you could just work with an amazing person! Instead of stealing!
Makes me want to delete my YouTube.","Oxford, England and London",2,positive
2430,2023-05-18 16:02:18+00:00,MilvusScribe,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",Northern Colorado,352,positive
2431,2023-05-18 16:01:59+00:00,jlhunt213,RT @somebadideas: I would argue ever since Disney used an AI Mark Hamill voice in Boba Fett show instead of you know a terrific voice actor…,,304,negative
2432,2023-05-18 16:01:37+00:00,mollywritenow,RT @iamJeffTorres: Actors if you get a contract with AI language in any form DO NOT SIGN IT. Contact @sagaftra and send it to them first. W…,"Dallas, TX",68,positive
2433,2023-05-18 15:58:46+00:00,Jett_Jaguar,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
2434,2023-05-18 15:57:06+00:00,JenHoward,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",D.C.,352,positive
2435,2023-05-18 15:57:06+00:00,mferrini,"RT @troutgirl: If all products are made by AI, even human-looking ""actors""... What is even the point of humans any more? To tend the machin…","Bay Area, CA, but a Masshole at heart!",4,positive
2436,2023-05-18 15:56:09+00:00,MandoKatarn,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…",Side 7 ,197,positive
2437,2023-05-18 15:55:34+00:00,markmcgivern3D,"RT @Jfields_217: Creatives, musicians, artists, actors, voice actors…. How many of you would actually opt in to have your work used without…",UK,224,positive
2438,2023-05-18 15:55:01+00:00,aringoswami23,RT @JoshuaPHilll: Haha lying about Ryan Reynolds working on a Tesla ad while we replace actors with shitty AI replicas—nice.,"Mississauga, Ontario, Canada",16,neutral
2439,2023-05-18 15:54:59+00:00,aringoswami23,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…","Mississauga, Ontario, Canada",197,positive
2440,2023-05-18 15:54:37+00:00,WellsLucasSanto,RT @jmac_ai: A bad AI future is one in which few powerful actors control the tech. That's what is being advocated for now and it's done by…,ohlone land (oakland),2,negative
2441,2023-05-18 15:54:35+00:00,xaeromancer,"RT @JustineBateman: Addendum: Actors, you must have iron-clad protection against the AI use of your image and voice in the SAG MBA or your…",Nowhere,868,neutral
2442,2023-05-18 15:52:11+00:00,DraxLoneDragons,"RT @JoshuaPHilll: It would be cool if the world wasn’t run  by weird, greedy pathological liars who do things like replace actors with AI t…",,197,positive
2443,2023-05-18 15:52:07+00:00,irish_starfish,"RT @or_echo: they're coming after everything creative, how is this shocking to anyone
first, artists and writers, then voice actors, now co…",pfp: GaloxLee,5,positive
2444,2023-05-18 15:51:40+00:00,Mulbytime7,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
2445,2023-05-18 15:51:33+00:00,CalCourtKy,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…","Florida, USA",352,positive
2446,2023-05-18 15:50:48+00:00,acharmingbore,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",toronto,352,positive
2447,2023-05-18 15:50:44+00:00,sappitsu,"RT @Jfields_217: Creatives, musicians, artists, actors, voice actors…. How many of you would actually opt in to have your work used without…",日本 大阪,224,positive
2448,2023-05-18 15:50:28+00:00,adam_marinovich,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Omaha, NE",4425,positive
2449,2023-05-18 15:49:30+00:00,wheresjuvy,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Wahiawa, HI",4425,positive
2450,2023-05-18 15:48:50+00:00,ginger_hax,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…","""Boston"", MA, USA",352,positive
2451,2023-05-18 15:48:20+00:00,merrari23,RT @somebadideas: I would argue ever since Disney used an AI Mark Hamill voice in Boba Fett show instead of you know a terrific voice actor…,Indonesia,304,negative
2452,2023-05-18 15:47:07+00:00,CogsworthLikes,RT @somebadideas: I would argue ever since Disney used an AI Mark Hamill voice in Boba Fett show instead of you know a terrific voice actor…,"i hate it here, tx ",304,negative
2453,2023-05-18 15:45:26+00:00,Profteaspoon,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",,4425,positive
2454,2023-05-18 15:42:34+00:00,Rberrymanilow,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Palm Springs, CA",4425,positive
2455,2023-05-18 15:41:52+00:00,GHofmar,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","New York, USA",4425,positive
2456,2023-05-18 15:40:42+00:00,PennyPo54201061,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…",,352,positive
2457,2023-05-18 15:40:35+00:00,kheshtar,RT @JoJoesArt: My friend who works for a company selling audiobooks just told me that their boss is replacing almost all their voice actors…,,4102,neutral
2458,2023-05-18 15:39:12+00:00,Garpur666,"RT @bcmerchant: Damn—the SAG-AFTRA National Board has agreed unanimously to recommend that its members vote to authorize a strike.

Some of…","Earth, Solar system, Milky way",352,positive
