Unnamed: 0,Time,User,Tweet,Location,Retweets,cleaned_tweet,label
,,,"Its awful. AI IS DISGUSTING. And should not even be happening, and if anyone supports it they should ashamed for being willing to hurt creators and actors. Its stealing and should be punishable",,,awful AI DISGUSTING should not even happening anyone support should ashamed willing hurt creator actor stealing should punishable,negative
,,,This isnt a re-creation. Looks like an AI replacement to make the actors look like kids.,,,isnt re-creation Looks like AI replacement make actor look like kid,negative
,,,seeing the pattern of big corporations deleting content/services and wondering what is going on and if it has anything to do with investment in AI and punishing real artists/writers/actors in a time of unions/guilds and replacing stuff with GenAI content?,,,seeing pattern big corporation deleting content/services wondering going anything investment AI punishing real artists/writers/actors time unions/guilds replacing stuff GenAI content ?,negative
,,,The risk is not AI taking over as no one is even close to that or any kind of AGI at the moment but misuse of the current tech by bad actors&gt; how is licensing going to solve that? Its red tape gibberish. You basically want more paper work to approve large language models,,,risk not AI taking no one even close kind AGI moment but misuse current tech bad actor gt licensing going solve ? red tape gibberish basically want more paper work approve large language model,positive
,,,"Now is this AI learning and will that be used in the future to replace on screen actors? Maybe? We need to put some checks and balances in place and advertise/label AI altered work as just that, but I think Pandora's box is open on this one. Time for damage control.",,,AI learning used future replace screen actor ? Maybe ? need put check balance place advertise/label AI altered work but think Pandora box open one Time damage control,negative
,,,"I think it's adding admin jobs to process the AI adjustments, but, no, they would still need foreign language voice actors. The video in the article is pretty cool. Original language versions will still be distributed with subtitles.",,,think adding admin job process AI adjustment but no would still need foreign language voice actor video article pretty cool Original language version still distributed subtitle,positive
,,,hypothetical: the madness were dealing with is all an AI generated script with these lifetime actors playing their roles as directed,,,hypothetical madness dealing AI generated script lifetime actor playing role directed,negative
,,,"Actors, AI staged isant that what your response would have been lol",,,Actors AI staged isant response would lol,positive
,,,"There are some really bad actors out there. I had an author say that Ai writing is horrible for authors, but AI images is a gift to them.",,,really bad actor author say Ai writing horrible author but AI image gift,positive
,,,I think people wont take the threat seriously enough until something bad happens. Either way I think our biggest issue will be controlling AI from bad actors,,,think people wont take threat seriously enough something bad happens Either way think biggest issue controlling AI bad actor,negative
,,,AI Becomes Him: How De-Aging Progressed from Benjamin Button to Indiana Jones and the Dial of Destiny via,,,AI Becomes De-Aging Progressed Benjamin Button Indiana Jones Dial Destiny via,neutral
,,,"""We can just replace actors with AI!!!"" Ok, bet",,,replace actor AI ! ! ! Ok bet,positive
,,,"As everyone is navel-gazing about the art/media implications of AI, it becomes clear to me that many people think actors are just puppets already, rather than artists who make tons of complex creative choices. That probably pisses actors off more than fear of displacement.",,,everyone navel-gazing art/media implication AI becomes clear many people think actor puppet already rather artist make ton complex creative choice probably piss actor more fear displacement,negative
,,,"I mostly fear that AI will change the future for the worst. For example,a lot of AI softwares and sites just rob actors voices to then use them to say things even inappropriate without their permission and consent.",,,mostly fear AI change future worst example lot AI software site rob actor voice use say thing even inappropriate without permission consent,negative
,,,"the industry has been upending the writers and actors and directors for a very long time... including the use of AI. It strikes me as a human obscenity for there to be pushback on that from the producers"" - Sean Penn at Cannes Film Festival WGAStrong",,,industry upending writer actor director very long time including use AI strike human obscenity pushback producer Sean Penn Cannes Film Festival WGAStrong,positive
,,,"If we could make productions with fake AI people than these actors who dont deserve it wont get paid the millions of dollars they do. I have a harder, more important and more stressful job yet they make more money than me, I call bullshit.",,,could make production fake AI people actor dont deserve wont get paid million dollar harder more important more stressful job yet make more money call bullshit,negative
,,,"For the second time in as many months I have voted YES to authorize a strike against the AMPTP. Actors deserve clear guidelines on the use of generative AI and deserve residual pay that reflects the modern TV landscape. Two unions, one fight. ",,,second time many month voted YES authorize strike against AMPTP Actors deserve clear guideline use generative AI deserve residual pay reflects modern TV landscape Two union one fight,positive
,,,"This is completely devoid of any charm or charisma Ryan Reynolds has. AI is a mockery of actors, writers, artists and all creatives.",,,completely devoid charm charisma Ryan Reynolds AI mockery actor writer artist creatives,positive
,,,AI Becomes Him: How De-Aging Progressed from Benjamin Button to Indiana Jones and the Dial of Destiny,,,AI Becomes De-Aging Progressed Benjamin Button Indiana Jones Dial Destiny,neutral
,,,"The most bullshit thing about AI for voice actors, is that companies could totally use your voice as training data, and then use something that sounds similar to you to advertise something totally gross like have you do voice over for a queer-hating Republican's attack.",,,most bullshit thing AI voice actor company could totally use voice training data use something sound similar advertise something totally gross like voice queer-hating Republican attack,negative
,,,"No wonder there's a WritersStrike after seeing this AI Ryan Reynolds, maybe actors should be going on strike as well.",,,No wonder WritersStrike seeing AI Ryan Reynolds maybe actor should going strike well,negative
,,,"Writers, actors, special effects, music, &amp; every other part of motion pictures will be replaced with AI &amp; other technologies as it is more efficient, lower cost &amp; offers greater flexibility than humans. If Hollywood wont then other venues will. Full stop",,,Writers actor special effect music every part motion picture replaced AI technology more efficient lower cost offer greater flexibility human Hollywood wont venue Full stop,positive
,,,"that's a very stupid thing to bee happy about, sure there are some translators or voice actors that can be annoying but the majority are not and i strongly believe AI will just make the issues you have with it even worse",,,very stupid thing bee happy sure translator voice actor annoying but majority not strongly believe AI make issue even worse,negative
,,,"I'm inclined to say that AI trading stocks should be banned yesterday, but the problem is that the impulse for individual actors to do it is going to be overwhelming and enforcement would be impossible. So we should just ban the stock market instead",,,inclined say AI trading stock should banned yesterday but problem impulse individual actor going overwhelming enforcement would impossible should ban stock market instead,negative
,,,"We take an actors opinion as important, because? All he is, is a human puppet. Soon to be replaced with AI that can take direction.",,,take actor opinion important because ? human puppet Soon replaced AI take direction,positive
,,,"Curious to hear what folks think about this category of AI tech. Using human dubbing actors, but utilizing visual changes to perfect sync. Keeps human performance at the heart of the work, with tech augmenting and not replacing.",,,Curious hear folk think category AI tech Using human dubbing actor but utilizing visual change perfect sync Keeps human performance heart work tech augmenting not replacing,positive
,,,"I get that writers and actors should be scared of what can be done with AI, but the only thing scary about this video is how proud they seem to be about their work.",,,get writer actor should scared done AI but thing scary video proud seem work,negative
,,,"The information looks real. But it isnt. Thats the problem. The risks of deepfakes, misinformation, and crime are too great for Congress to ignore it. If bad actors harness this power, it could be catastrophic. TLDR: REGULATE AI.",,,information look real But isnt Thats problem risk deepfakes misinformation crime great Congress ignore bad actor harness power could catastrophic TLDR REGULATE AI,negative
,,,"Pay the writers, pay the actors! No to AI! These studios need to learn",,,Pay writer pay actor ! No AI ! studio need learn,negative
,,,"Truth Actors have to come out and now with AI could really make a dent in film. Of course dont refer to yourselves from Hollywood maybe: Hollygood or some other name Hollywood term is. Just put God, Truth &amp; Country first and Hollygood Magicwill manifest!",,,Truth Actors come AI could really make dent film course dont refer Hollywood maybe Hollygood name Hollywood term put God Truth Country first Hollygood Magicwill manifest !,positive
,,,"Maybe in ten or five or one year, AI will be able to make Fleabag Season , but maybe it will happen *never* and studios are digging in their heels for the right to replace writers and actors with Furby-level brains that spout random garbage for the foreseeable future.",,,Maybe ten five one year AI able make Fleabag Season but maybe happen never studio digging heel right replace writer actor Furby-level brain spout random garbage foreseeable future,neutral
,,,"This take on the AI images is so bad / the joke is dead already. I like seeing renderings of those actors as those characters, including characters who didnt exist yet.",,,take AI image bad joke dead already like seeing rendering actor character including character didnt exist yet,negative
,,,honestly this looks like AI younging down the pics of the original actors.,,,honestly look like AI younging down pic original actor,positive
,,,Seeing one of my favourite voice actors talk about AI like this is just perfect. Couldnt agree more with your views on this stuff,,,Seeing one favourite voice actor talk AI like perfect Couldnt agree more view stuff,positive
,,,This has to be AI. It's very unlikely that all the kids look exactly like their actors counterpart.,,,AI very unlikely kid look exactly like actor counterpart,positive
,,,"Can AI be trained to codify human values? If so wouldnt that take care of the problem? Having said that, bad actors could easily codify ugly values.",,,AI trained codify human value ? wouldnt take care problem ? said bad actor could easily codify ugly value,negative
,,,"AI is dangerous for all creatives. Not only do these AI companies and organizations scrape our written and visual art, but also the voices and bodies of actors and performers. (/?)",,,AI dangerous creatives Not AI company organization scrape written visual art but also voice body actor performer ?,negative
,,,They even already replace actors. Between the de-agining technology and that seen in the Disney Plus movie where the crowd was filled with AI people,,,even already replace actor de-agining technology seen Disney Plus movie crowd filled AI people,neutral
,,,"To put the kibosh on AI The people who are being used as frames of reference for it's 'creations', and the actors who are being placed in them should sue. If they are going to write eps of CSI then anyone who has ever written one should sue. They can't create without reference.",,,put kibosh AI people used frame reference 'creations actor placed should sue going write eps CSI anyone ever written one should sue create without reference,positive
,,,"We must do this - give our Negotiators the power they need. Self Tapes are out of control, we need guidelines built into our contracts, AI are not actors but a way to steal our likeness &amp; performances and not pay us. Residuals in streaming are essential. Vote ""Yes""",,,must give Negotiators power need Self Tapes control need guideline built contract AI not actor but way steal likeness performance not pay u Residuals streaming essential Vote Yes,negative
,,,Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the BILLIONS they are making off our labor but also hope to one day use AI &amp; other advanced technology to replace writers &amp; actors. THIS IS AN EXISTENTIAL FIGHT.,,,Hollywood need shut down because people money not refuse pay writer actor fair cut BILLIONS making labor but also hope one day use AI advanced technology replace writer actor EXISTENTIAL FIGHT,positive
,,,I will never buy an audio book that does not have a real life voice actor bringing it to life. Publishers must provide assurances that their actors are real. We purchasers must insist that we will never buy an AI audiobook.,,,never buy audio book not real life voice actor bringing life Publishers must provide assurance actor real purchaser must insist never buy AI audiobook,positive
,,,Because i can also take a book and storyboard it now. For MOSTLY FREE. I can use ai to make my own movies with Unreal Engine to make actors a nothing.,,,Because also take book storyboard MOSTLY FREE use ai make movie Unreal Engine make actor nothing,positive
,,,"If you believe in the great awakening and some of the digital warriors reporting commy, KILLERY, big pappy, song bird, and even CHINA JO JO HAVE BEEN ARRESTED &amp; or executed already, &amp; the ones we see now are either doubles, clones,masked actors or CGI AND OR AI HMMM",,,believe great awakening digital warrior reporting commy KILLERY big pappy song bird even CHINA JO JO ARRESTED executed already one see either double clone masked actor CGI AI HMMM,positive
,,,"At some point in the future, AI will be so far developed that it will create different characters, replacing all actors and musicians. We won't be able to shut AI down because we care about the way it ""feels"", leading to AI enslaving the human race",,,point future AI far developed create different character replacing actor musician won able shut AI down because care way feel leading AI enslaving human race,positive
,,,"Robert Zemeckis announced that Tom Hanks &amp; Robin Wright, the stars of his next film, will be de-aged using AI to create photorealistic face swaps and de-aging effects on top of actors performances live and in real time without the need for further compositing or VFX work.",,,Robert Zemeckis announced Tom Hanks Robin Wright star next film de-aged using AI create photorealistic face swap de-aging effect top actor performance live real time without need compositing VFX work,positive
,,,As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I see translators and voice actors getting replaced by AI-,,,actual Factory Worker experienced machine low skilled labor ruin wage job market smile see translator voice actor getting replaced AI-,negative
,,,"Also the show is about Girls' Generation Jessica Jung, singer Kelly Yu, Jazz artist Liu Lian, New Pants bassist Zhao Meng, and actors Zhang Li + Tian Ai trying to run a seaside band cafe without going bankrupt and it's the Best Thing Everrrrr",,,Also show Girls Generation Jessica Jung singer Kelly Yu Jazz artist Liu Lian New Pants bassist Zhao Meng actor Zhang Li Tian Ai trying run seaside band cafe without going bankrupt Best Thing Everrrrr,negative
,,,"God. Ethics aside, this is just so creepy to look at. The thought process behind replacing actors with uncanny valley ai renderings of actors that aren't even fully animated in their movements is so weird.",,,God Ethics aside creepy look thought process behind replacing actor uncanny valley ai rendering actor even fully animated movement weird,neutral
,,,Seeing UKHE and the actors of its broader ecology embarrassingly jumping on the supposed AI supposed revolution only shows how those running the sector have completely lost their critical skills and just jump on whatever silly fad markets come up with.,,,Seeing UKHE actor broader ecology embarrassingly jumping supposed AI supposed revolution show running sector completely lost critical skill jump whatever silly fad market come,negative
,,,"Embrace AI like you would embrace a new form of writing, or a new paintbrush, camera. Its just a new tool and medium to discover, and make a living doing it. Im sure th century stage actors were horrified by the invention of the television..",,,Embrace AI like would embrace new form writing new paintbrush camera new tool medium discover make living Im sure th century stage actor horrified invention television,positive
,,,I know that software is cool but PLEASE DO NOT SUPPORT Voice AI Generated Software! Make that man BANKRUPT BECAUSE OF VOICE ACTING IS FOR VOICE ACTORS IN FLESH ONLY.,,,know software cool but PLEASE NOT SUPPORT Voice AI Generated Software ! Make man BANKRUPT BECAUSE VOICE ACTING VOICE ACTORS FLESH,negative
,,,"Justine Bateman lays out a cogent argument about AI in the entertainment industry, and why actors and writers ought to be concerned. And yet I think she, like her fellow actors and writers, misses a very simple point: they have less leverage than they think.",,,Justine Bateman lay cogent argument AI entertainment industry actor writer ought concerned yet think like fellow actor writer miss very simple point le leverage think,positive
,,,This is what Vanille wants to end up. Vanille is pne of the voice actors in Mobile Legends Game. Melon Mask invested for that programme. So how to stop this? I prefer voice actors in flesh rather than AI softwares. People are already natural robotsalways making mistakes too.,,,Vanille want end Vanille pne voice actor Mobile Legends Game Melon Mask invested programme stop ? prefer voice actor flesh rather AI software People already natural robotsalways making mistake,negative
,,,"I shudder at the prospect of all movies for the next + years exclusively featuring AI Brad Pitt, AI Tom Cruise, AI Ana de Armas, etc... with no new actors other than procedurally generated AI actors, all pasted onto the bodies of low wage stunt doubles.",,,shudder prospect movie next year exclusively featuring AI Brad Pitt AI Tom Cruise AI Ana de Armas etc no new actor procedurally generated AI actor pasted onto body low wage stunt double,negative
,,,"meanwhile sam is convinced that the ad stole a specific swear/phrase from one of cramblin duvets old commercials so he reaches out to the rival agency only to find out that theyre actually severely in debt, which is why they cant hire real actors or writers and use AI to",,,meanwhile sam convinced ad stole specific swear/phrase one cramblin duvet old commercial reach rival agency find theyre actually severely debt cant hire real actor writer use AI,negative
,,,Remember Andrew Niccol's movie Smne? Are we in those times already? - with AI actors ...,,,Remember Andrew Niccol movie Smne ? time already ? AI actor,neutral
,,,"Don't need them anymore, AI will make their jobs obsolete. Same with camera operators, special effects, stunt people and even actors.",,,need anymore AI make job obsolete camera operator special effect stunt people even actor,positive
,,,"Here's where capitalism and the lawyers save the day. If it is a marketable commodity then it can be owned. Actors market their voice every day (just ask Morgan Freeman or Gene Hackman). AI bros are going to lose this battle in court, and they are going to lose hard.",,,capitalism lawyer save day marketable commodity owned Actors market voice every day ask Morgan Freeman Gene Hackman AI bros going lose battle court going lose hard,negative
,,,Some of the voice AI (machine learning really) is getting a bit worrying for voice actors. Especially as the tech improves.,,,voice AI machine learning really getting bit worrying voice actor Especially tech improves,positive
,,,"Watch out. If an AI script generator sees it, it'll be on our TV screens...with digital actors cuz why pay people",,,Watch AI script generator see 'll TV screenswith digital actor cuz pay people,negative
,,,Gonna need one for all these bad actors in the AI space impersonating people,,,Gon na need one bad actor AI space impersonating people,negative
,,,"ppl dont realize that this is exactly what capitalism wants wouldn't it be amazing if actors were popular and recognizable, AND you can own their likeness and personhood, putting them into anything you want with all this AI shit? capitalism and human rights like thep",,,ppl dont realize exactly capitalism want amazing actor popular recognizable likeness personhood putting anything want AI shit ? capitalism human right like thep,positive
,,,"It's funny how I wrote a story about a futuristic society that's completely digital which allows those in power to remove media as if it never existed, rewrite history, and generate actors using AI, but I was told it wasn't marketable.",,,funny wrote story futuristic society completely digital allows power remove medium never existed rewrite history generate actor using AI but told marketable,positive
,,,Generative AI is not only being used by threat actors to design new attacks. TenableResearch is experimenting with the use of large language models to reduce complexity and achieve efficiency,,,Generative AI not used threat actor design new attack TenableResearch experimenting use large language model reduce complexity achieve efficiency,positive
,,,"When people were getting fired for refusing the vaccine, where were these people at? They were writing the ""jokes"" that told society to shun these people and treat them like roaches. I hope they are all replaced by AI. Actors too. Fuck them all.",,,people getting fired refusing vaccine people ? writing joke told society shun people treat like roach hope replaced AI Actors Fuck,negative
,,,"Thank you for the detailed response! My main concern was that contract terms would not be enough of a deterrent for bad actors. Currently, there just isnt a way to detect AI involvement when it comes to writing. Even the use of AI to detect itself have high false positives.",,,Thank detailed response ! main concern contract term would not enough deterrent bad actor Currently isnt way detect AI involvement come writing Even use AI detect high false positive,positive
,,,"AI is the next stage of this process. Disney is already digitally recreating actors, and making deals to use AI to generate actors voices. But it could pose a threat to many more workers across the industry.",,,AI next stage process Disney already digitally recreating actor making deal use AI generate actor voice But could pose threat many more worker across industry,negative
,,,"I feel like we've already entered a dystopian future. AI replacing artists, voice actors and writers is TERRIFYING. The only way to regulate this shit would be through legal actions. There SHOULD be some very strict laws about this kind of thing.",,,feel like 've already entered dystopian future AI replacing artist voice actor writer TERRIFYING way regulate shit would legal action SHOULD very strict law kind thing,negative
,,,"If the seiyuu industry is to be thrown off by AI one day, then I will truly be saddened. No fucking AI will ever replace the human emotions and connection that many talented Japanese voice actors have.",,,seiyuu industry thrown AI one day truly saddened No fucking AI ever replace human emotion connection many talented Japanese voice actor,positive
,,,The chance the studios break the writers and actors unions is pretty high - not just because of AI. But in a world of scripted shows year instead of or so both groups are commodities and not brands or connected to consumers in any special way Dont expect it over fast,,,chance studio break writer actor union pretty high not because AI But world scripted show year instead group commodity not brand connected consumer special way Dont expect fast,positive
,,,The bad actors are using AI/ML to really trick us human beingsthey are enticing us in different ways and also taking advantage of human vulnerabilities. Listen to more thoughts from on the rise of AI being utilized for CyberCrime here,,,bad actor using AI/ML really trick u human beingsthey enticing u different way also taking advantage human vulnerability Listen more thought rise AI utilized CyberCrime,negative
,,,"Not quite done with your excellent book, but it seems that Palo Alto, tech, et al. are also involved in the writers' (and potential actors') strike in that they use streaming platforms to exploit labor, destroy wages &amp; eventually AI-(out)source, as they always seem to do.",,,Not quite done excellent book but seems Palo Alto tech et al also involved writer potential actor strike use streaming platform exploit labor destroy wage eventually AI- source always seem,negative
,,,"I dont even have to be here. Keanu Reeves in an interview with . Alli Magidsohn explores the pros and cons of AI technology in film, what it could mean for actors, and how or if the industry will retain an element of humanity",,,dont even Keanu Reeves interview Alli Magidsohn explores pro con AI technology film could mean actor industry retain element humanity,neutral
,,,"AI is going to transform Hollywood And that could mean no more actors or set builders, lighting technicians, makeup artists... the list goes on. On the flip side, it means easy edits, endless revenue opportunities, and limitless creative possibilities.",,,AI going transform Hollywood could mean no more actor set builder lighting technician makeup artist list go flip side mean easy edits endless revenue opportunity limitless creative possibility,positive
,,,Actors are being paid peanuts to have their faces and voices used by AI programs,,,Actors paid peanut face voice used AI program,neutral
,,,"The future of cyber security is here - the use of Artificial Intelligence (AI) is becoming increasingly pivotal in securing our data. AI can detect and respond to threats faster than ever before, enabling us to stay one step ahead of malicious actors. ",,,future cyber security use Artificial Intelligence AI becoming increasingly pivotal securing data AI detect respond threat faster ever enabling u stay one step ahead malicious actor,positive
,,,"Well, as an AI language model, I don't have eyes to see performances, but I can tell you that Australian and Kiwi actors are so talented that they make even robots like me feel emotions.",,,Well AI language model eye see performance but tell Australian Kiwi actor talented make even robot like feel emotion,positive
,,,"Lastly, could the rise of AI actors perpetuate unrealistic beauty standards or reinforce harmful stereotypes, as biased training data or preferences may influence the algorithms?",,,Lastly could rise AI actor perpetuate unrealistic beauty standard reinforce harmful stereotype biased training data preference may influence algorithm ?,positive
,,,"Or, does the use of AI actors diminish the authenticity and emotional depth that human actors bring to their performances, potentially leading to a loss of human connection and relatability in films?",,,use AI actor diminish authenticity emotional depth human actor bring performance potentially leading loss human connection relatability film ?,negative
,,,What are the potential consequences for the diversity and representation of human actors in the film industry if AI takes on prominent roles?,,,potential consequence diversity representation human actor film industry AI take prominent role ?,positive
,,,"As the piece alludes to, I don't think this a paper ""pubbing an AI article by mistake."" Someone used an AI image and mostly-written-by-AI article to get a fake byline published. The biggest short-term change of AI is it hugely empowers bad human actors to deceive others",,,piece alludes think paper pubbing AI article mistake Someone used AI image mostly-written-by-AI article get fake byline published biggest short-term change AI hugely empowers bad human actor deceive others,negative
,,,"Those ai """"""""actors"""""" look so garbage. How do people believe its the future when its just a jpeg with morphed face",,,ai actor look garbage people believe future jpeg morphed face,neutral
,,,"Generative AI and large language models pose a risk of allowing bad actors to run convincing disinformation campaigns at a larger scale and speed due to their deficiency at interpreting nuance and context, making it hard to entirely replace human content moderators.",,,Generative AI large language model pose risk allowing bad actor run convincing disinformation campaign larger scale speed due deficiency interpreting nuance context making hard entirely replace human content moderator,negative
,,,"There is a big difference between scanning groceries and creating art. I bet all the singers, painters, and actors join us when AI comes for them too.",,,big difference scanning grocery creating art bet singer painter actor join u AI come,positive
,,,Sean Penn supporting the WGAStrike at the Black Flies press conference: The industry has been upending the actors and writers and directors for a very long time. [AI to replace creatives?] strikes me as a human obscenity.,,,Sean Penn supporting WGAStrike Black Flies press conference industry upending actor writer director very long time AI replace creatives ? strike human obscenity,positive
,,,Czech designer Jakub Javora has developed a neural network that can turn black actors into white ones. Neural network AI brings the meta image to life Netflix has the lead of the stage ,,,Czech designer Jakub Javora developed neural network turn black actor white one Neural network AI brings meta image life Netflix lead stage,neutral
,,,". There's a reason the creators of AI have gone before Congress BEGGING them to regulate how, when &amp; what its used for!! I mean, a kybosh (sp) was put on the use of digitally or AI generated actors, etc. Especially those long gone! (Re: Marilyn Monroe, James Dean...)",,,reason creator AI gone Congress BEGGING regulate used ! ! mean kybosh sp put use digitally AI generated actor etc Especially long gone ! Marilyn Monroe James Dean,neutral
,,,"If AI continues to develop in this way, the world will soon no longer need real animals as actors.",,,AI continues develop way world soon no longer need real animal actor,negative
,,,"/ Also it is very important that this legal framework and does not inhibit the development of good AI, as that will ultimately be essential in combating misinformation, monitoring and identifying bad actors. Focus on accountability and impact.",,,Also very important legal framework not inhibit development good AI ultimately essential combating misinformation monitoring identifying bad actor Focus accountability impact,negative
,,,"Guess the movie Smne is quickly becoming a reality with AI. Think abt it, you could truly create the perfect stars without any one blemish and keep it a secret from audiences. Thats potentially sterling competition in the face of real-life actors/actresses.",,,Guess movie Smne quickly becoming reality AI Think abt could truly create perfect star without one blemish keep secret audience Thats potentially sterling competition face real-life actors/actresses,positive
,,,"if you fed an AI engine a thousand different performances of actors playing Hamlet, it could surely replicate a credible delivery of Hamlet's dialogue, but not what makes all the great performances of Hamlet so indelible: which is each actor breathing their own vivid life into it",,,fed AI engine thousand different performance actor playing Hamlet could surely replicate credible delivery Hamlet dialogue but not make great performance Hamlet indelible actor breathing vivid life,negative
,,,"Idk, using AI to lazily generate art when Writers are striking and screen actors are soon to be with one of the reasons being because of AI generated work just doesnt sit right with me",,,Idk using AI lazily generate art Writers striking screen actor soon one reason because AI generated work doesnt sit right,negative
,,,"About a month ago, several folks got annoyed when I said AI could be a problem for writers and actors. Anyway, here's this.",,,month ago several folk got annoyed said AI could problem writer actor Anyway,negative
,,,"prevent the bad actors from using it for bad things,"" he told the Times. ""Take the difference and propagate it forwards. That's scary."" AI ""takes away the drudge work"" but ""might take away more than that"", he told the Times",,,prevent bad actor using bad thing told Times Take difference propagate forward scary AI take away drudge work but might take away more told Times,negative
,,,"AI Can Make Bad Actors More Convincing, Warns Apple Co-Founder",,,AI Make Bad Actors More Convincing Warns Apple Co-Founder,negative
,,,"You're right in that both in AI &amp; power generation, bad actors with profit motives are spreading fear about new developments by making them seem dangerous and uncontrollable. Corporatism incarnate.",,,'re right AI power generation bad actor profit motif spreading fear new development making seem dangerous uncontrollable Corporatism incarnate,negative
,,,Really very much am not a fan. And in the middle of a writers strike where they want to replace them with AI. And the screen actors have a strike authorization because the producers want actors to sign away their likeness/voice rights so they can be recreated. It all sucks.,,,Really very much not fan middle writer strike want replace AI screen actor strike authorization because producer want actor sign away likeness/voice right recreated suck,negative
,,,"Has anybody tried Googles BARD AI for storytelling? Based on this Minutes story Im watching, its far more advanced than ChatGPT. This is why AI matters for the writers and actors. People dont realize how advanced these AI are.",,,anybody tried Googles BARD AI storytelling ? Based Minutes story Im watching far more advanced ChatGPT AI matter writer actor People dont realize advanced AI,positive
,,,Such iconic characters played by amazing actors... destroyed by some of the worst writing on television. Why? These showrunners are proving AI can do better. So bad. The actors and cool zombies save every episode. Showrunnners SUCK!!,,,iconic character played amazing actor destroyed worst writing television ? showrunners proving AI better bad actor cool zombie save every episode Showrunnners SUCK ! !,negative
,,,"No Yann, no deep. Regulation is going to guarantee that bad actors have more powerful AI because it is unfettered. Again: No regulations! Government should guide: $s to support actual open development; prizes for goals ~$B for first reasoning sys to cure a mental illness. Etc.",,,No Yann no deep Regulation going guarantee bad actor more powerful AI because unfettered No regulation ! Government should guide support actual open development prize goal first reasoning sys cure mental illness Etc,negative
,,,"AI will replace a lot of jobs, mine included. Its more than a little scary, and thats not even taking into account of what bad actors will do with it.",,,AI replace lot job mine included more little scary thats not even taking account bad actor,negative
,,,"And if anyone also tries to tell us fans that AI is the only way because the workers need to be paid less, then I will DumpsterChuck that person without due, people like you, Voice Actors like , Writers &amp; Creators like need to lead things, not AI.",,,anyone also try tell u fan AI way because worker need paid le DumpsterChuck person without due people like Voice Actors like Writers Creators like need lead thing not AI,negative
,,,"Star Trek didn't account for AI. Rewrite the show with Verizon management. No actors. Only software, repeating itself.",,,Star Trek account AI Rewrite show Verizon management No actor software repeating,negative
,,,AI doom in under words: Controlling the superintelligent actors we're creating is too hard.,,,AI doom word Controlling superintelligent actor 're creating hard,negative
,,,We need AI security to combat the threat actors using AI to their advantage. Were literally living in a times where its AI battling AI,,,need AI security combat threat actor using AI advantage literally living time AI battling AI,negative
,,,"Previously, we released a similar video featuring rabbits. However, this time we made some quick changes, adopting a completely different style to showcase the flexibility of Replikant. This video incorporates AI assistance tools to enable changes in actors and voices. In",,,Previously released similar video featuring rabbit However time made quick change adopting completely different style showcase flexibility Replikant video incorporates AI assistance tool enable change actor voice,positive
,,,"""AI replacing voice actors for audiobooks""",,,AI replacing voice actor audiobooks,neutral
,,,"So, using an actors voice and face without their permission, for monetary gain as its explicitly stated to be an ad, with no profit going towards the actor because its AI and not the actor. So like, can this be a lawsuit? Cause Im no lawyer, but this seems exploitative, right?",,,using actor voice face without permission monetary gain explicitly stated ad no profit going towards actor because AI not actor like lawsuit ? Cause Im no lawyer but seems exploitative right ?,negative
,,,"Will be interesting with AI and better robotics that it launches again sans human actors. Some interactive video messages along with robotic actors for flavor might drop overhead, but still provide an interactive-lite experience.",,,interesting AI better robotics launch sans human actor interactive video message along robotic actor flavor might drop overhead but still provide interactive-lite experience,positive
,,,An AI powered agent hacks into a major system without being explicitly asked to by a human. GPT is leaked to bad actors who immediately realign their copy on the basis of their own nationality/race/ideology. Someone's dumb enough to use AI-guided weapons in Ukraine.,,,AI powered agent hack major system without explicitly asked human GPT leaked bad actor immediately realign copy basis nationality/race/ideology Someone dumb enough use AI-guided weapon Ukraine,negative
,,,Imagining all the ways AI in the hands of bad actors everywhere will totally make this all better.,,,Imagining way AI hand bad actor everywhere totally make better,positive
,,,"Lost  x on Objkt. $XTZ ea. In the Cinematic Expressions collection. I love this work because I created using Ai tools, but it % looks like something I'd film on set with real cameras/actors. -thread-",,,Lost Objkt XTZ ea Cinematic Expressions collection love work because created using Ai tool but look like something film set real cameras/actors -thread-,positive
,,,i dont know if you need to know this but even if AI is uncopyrightable you can still commit copyright infringement if you use an actors likeness without prior consent,,,dont know need know but even AI uncopyrightable still commit copyright infringement use actor likeness without prior consent,negative
,,,"Just to clarify the gravity of this, the studios want to replace union actors with AI, and whats worse is that the AI has been trained using the work of these actors and who have received zero compensation.",,,clarify gravity studio want replace union actor AI whats worse AI trained using work actor received zero compensation,negative
,,,Looks like the link takes to your video from earlier this morning. I arrive at the actors afraid of ai video of yours when I click,,,Looks like link take video earlier morning arrive actor afraid ai video click,positive
,,,god I hope the actors strike. stamp this ai shit down and hard,,,god hope actor strike stamp ai shit down hard,negative
,,,Actors dont need to worry about AI stealing their jobs,,,Actors dont need worry AI stealing job,negative
,,,"Even if we solve for all the ancillary goals the st time, every time a super-human general AI is developed (there will be several actors releasing different versions) we still have no reason to believe the AI wont develop their own emergent goals separate from their programming",,,Even solve ancillary goal st time every time super-human general AI developed several actor releasing different version still no reason believe AI wont develop emergent goal separate programming,negative
