Unnamed: 0,Time,User,Tweet,Location,Retweets,cleaned_tweet,label
,,,"Hell yeah, SAG, vote yes on strike authorization including need for ""protection from AI."" %. Actors should support writers by refusing to utter any lines not written by humans.",,,hell yeah sag vote yes strike authorization including need protection actor support writer refusing utter line written human,negative
,,,I think people wont take the threat seriously enough until something bad happens.Either way I think our biggest issue will be controlling AI from bad actors,,,think people wont take threat seriously enough something bad happens.either way think biggest issue controlling bad actor,negative
,,,AI Becomes Him: How De-Aging Progressed from Benjamin Button to Indiana Jones and the Dial of Destiny via,,,becomes -aging progressed benjamin button indiana jones dial destiny via,neutral
,,,"""We can just replace actors with AI!!!"" Ok, bet",,,replace actor bet,neutral
,,,"As everyone is navel-gazing about the art/media implications of AI, it becomes clear to me that many people think actors are just puppets already, rather than artists who make tons of complex creative choices. That probably pisses actors off more than fear of displacement.",,,everyone navel-gazing art/media implication becomes clear many people think actor puppet already rather artist make ton complex creative choice probably piss actor fear displacement,negative
,,,"I mostly fear that AI will change the future for the worst.For example,a lot of AI softwares and sites just rob actors voices to then use them to say things even inappropriate without their permission and consent.",,,mostly fear change future worst.for example lot software site rob actor voice use say thing even inappropriate without permission consent,negative
,,,"the industry has been upending the writers and actors and directors for a very long time... including the use of AI. It strikes me as a human obscenity for there to be pushback on that from the producers""- Sean Penn at Cannes Film Festival",,,industry upending writer actor director long time including use strike human obscenity pushback producers- sean penn cannes film festival,positive
,,,"If we could make productions with fake AI people than these actors who dont deserve it wont get paid the millions of dollars they do. I have a harder, more important and more stressful job yet they make more money than me, I call bullshit.",,,could make production fake people actor dont deserve wont get paid million dollar harder important stressful job yet make money call bullshit,negative
,,,"For the second time in as many months I have voted YES to authorize a strike against the AMPTP. Actors deserve clear guidelines on the use of generative AI and deserve residual pay that reflects the modern TV landscape. Two unions, one fight.",,,second time many month voted yes authorize strike amptp actor deserve clear guideline use generative deserve residual pay reflects modern landscape two union one fight,positive
,,,"This is completely devoid of any charm or charisma Ryan Reynolds has.AI is a mockery of actors, writers, artists and all creatives.",,,completely devoid charm charisma ryan reynolds mockery actor writer artist creatives,positive
,,,AI Becomes Him: How De-Aging Progressed from Benjamin Button to Indiana Jones and the Dial of Destiny,,,becomes -aging progressed benjamin button indiana jones dial destiny,neutral
,,,"The most bullshit thing about AI for voice actors, is that companies could totally use your voice as training data, and then use something that sounds similar to you to advertise something totally gross like have you do voice over for a queer-hating Republican's attack.",,,bullshit thing voice actor company could totally use voice training data use something sound similar advertise something totally gross like voice queer-hating republican attack,negative
,,,"No wonder there's a after seeing this AI Ryan Reynolds, maybe actors should be going on strike as well.",,,wonder seeing ryan reynolds maybe actor going strike well,positive
,,,"Writers, actors, special effects, music, &amp; every other part of motion pictures will be replaced with AI &amp; other technologies as it is more efficient, lower cost &amp; offers greater flexibility than humans.If Hollywood wont then other venues will. Full stop",,,writer actor special effect music amp every part motion picture replaced amp technology efficient lower cost amp offer greater flexibility human hollywood wont venue full stop,positive
,,,"that's a very stupid thing to bee happy about, sure there are some translators or voice actors that can be annoying but the majority are not and i strongly believe AI will just make the issues you have with it even worse",,,stupid thing bee happy sure translator voice actor annoying majority strongly believe make issue even worse,negative
,,,"This is a whisker away from performance replacement. Rather than learn to work with actors as collaborators, future creatives will have to learn how to speak binary.",,,whisker away performance replacement rather learn work actor collaborator future creatives learn speak binary,neutral
,,,"As everyone has predicted: attempted AI takeover for actors was always going to start with VO work. Make sure you vote yes on your strike autho, SAG-AFTRA!Fall AI Company Flawless, XYZ And Tea Shop To Buy Films At Cannes Deadline",,,everyone predicted attempted takeover actor always going start work make sure vote yes strike autho sag-aftra fall company flawless xyz tea shop buy film cannes deadline,positive
,,,"I'm inclined to say that AI trading stocks should be banned yesterday, but the problem is that the impulse for individual actors to do it is going to be overwhelming and enforcement would be impossible. So we should just ban the stock market instead",,,inclined say trading stock banned yesterday problem impulse individual actor going overwhelming enforcement would impossible ban stock market instead,negative
,,,"We take an actors opinion as important, because?All he is, is a human puppet. Soon to be replaced with AI that can take direction.",,,take actor opinion important human puppet soon replaced take direction,positive
,,,"Curious to hear what folks think about this category of AI tech. Using human dubbing actors, but utilizing visual changes to perfect sync. Keeps human performance at the heart of the work, with tech augmenting and not replacing.",,,curious hear folk think category tech using human dubbing actor utilizing visual change perfect sync keep human performance heart work tech augmenting replacing,positive
,,,"- The Most Favorite Actors, the end time is May",,,favorite actor end time may,positive
,,,"I get that writers and actors should be scared of what can be done with AI, but the only thing scary about this video is how proud they seem to be about their work.",,,get writer actor scared done thing scary video proud seem work,negative
,,,"The information looks real. But it isnt. Thats the problem.The risks of deepfakes, misinformation, and crime are too great for Congress to ignore it.If bad actors harness this power, it could be catastrophic.TLDR: REGULATE AI.",,,information look real isnt thats problem.the risk deepfakes misinformation crime great congress ignore bad actor harness power could catastrophic.tldr regulate,negative
,,,"Pay the writers, pay the actors! No to AI! These studios need to learn",,,pay writer pay actor studio need learn,negative
,,,"Truth Actors have to come out and now with AI could really make a dent in film. Of course dont refer to yourselves from Hollywood maybe: Hollygood or some other name Hollywood term is. Just put God, Truth &amp; Country first and Hollygood Magicwill manifest!",,,truth actor come could really make dent film course dont refer hollywood maybe hollygood name hollywood term put god truth amp country first hollygood magicwill manifest,positive
,,,"SAG-AFTRA has recommended its members vote to back a strike, with a fall in streaming residuals and fears around AI replacing actors emerging as key issues ahead of upcoming negotations with the AMPTP",,,sag-aftra recommended member vote back strike fall streaming residual fear around replacing actor emerging key issue ahead upcoming negotations amptp,negative
,,,"Maybe in ten or five or one year, AI will be able to make Fleabag Season , but maybe it will happen *never* and studios are digging in their heels for the right to replace writers and actors with Furby-level brains that spout random garbage for the foreseeable future.",,,maybe ten five one year able make fleabag season maybe happen never studio digging heel right replace writer actor furby-level brain spout random garbage foreseeable future,neutral
,,,"This take on the AI images is so bad / the joke is dead already. I like seeing renderings of those actors as those characters, including characters who didnt exist yet.",,,take image bad joke dead already like seeing rendering actor character including character didnt exist yet,negative
,,,honestlythis looks like AI younging down the pics of the original actors.,,,honestlythis look like younging pic original actor,positive
,,,Seeing one of my favourite voice actors talk about AI like this is just perfect. Couldnt agree more with your views on this stuff,,,seeing one favourite voice actor talk like perfect couldnt agree view stuff,positive
,,,ai is actually one of the strike demands being made by the wga because studios are trying to push for ai usage through ai scripts and even requesting actors to sign off for the usage of their likeness through ai,,,actually one strike demand made wga studio trying push usage script even requesting actor sign usage likeness,negative
,,,This has to be AI. It's very unlikely that all the kids look exactly like their actors counterpart.,,,unlikely kid look exactly like actor counterpart,positive
,,,"Can AI be trained to codify human values? If so wouldnt that take care of the problem? Having said that, bad actors could easily codify ugly values.",,,trained codify human value wouldnt take care problem said bad actor could easily codify ugly value,negative
,,,"AI is dangerous for all creatives. Not only do these AI companies and organizations scrape our written and visual art, but also the voices and bodies of actors and performers.(/?)",,,dangerous creatives company organization scrape written visual art also voice body actor performers.,negative
,,,They even already replace actors. Between the de-agining technology and that seen in the Disney Plus movie where the crowd was filled with AI people,,,even already replace actor -agining technology seen disney plus movie crowd filled people,neutral
,,,"To put the kibosh on The people who are being used as frames of reference for it's 'creations', and the actors who are being placed in them should sue.If they are going to write eps of CSI then anyone who has ever written one should sue.They can't create without reference.",,,put kibosh people used frame reference 'creations actor placed sue going write eps csi anyone ever written one sue.they create without reference,positive
,,,"We must do this - give our Negotiators the power they need. Self Tapes are out of control, we need guidelines built into our contracts, AI are not actors but a way to steal our likeness &amp; performances and not pay us. Residuals in streaming are essential. Vote ""Yes"".",,,must give negotiator power need self tape control need guideline built contract actor way steal likeness amp performance pay residual streaming essential vote yes,negative
,,,Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the BILLIONS they are making off our labor but also hope to one day use AI &amp; other advanced technology to replace writers &amp; actors. THIS IS AN EXISTENTIAL FIGHT.,,,hollywood need shut people money refuse pay writer amp actor fair cut billion making labor also hope one day use amp advanced technology replace writer amp actor existential fight,neutral
,,,I will never buy an audio book that does not have a real life voice actor bringing it to life. Publishers must provide assurances that their actors are real. We purchasers must insist that we will never buy an AI audiobook.,,,never buy audio book real life voice actor bringing life publisher must provide assurance actor real purchaser must insist never buy audiobook,positive
,,,Because i can also take a book and storyboard it now. For MOSTLY FREE. I can use ai to make my own movies with Unreal Engine to make actors a nothing.,,,also take book storyboard mostly free use make movie unreal engine make actor nothing,positive
,,,"If you believe in the great awakening and some of the digital warriors reporting commy, KILLERY, big pappy, song bird, and even CHINA JO JO HAVE BEEN ARRESTED &amp; or executed already, &amp; the ones we see now are either doubles, clones,masked actors or CGI AND OR AI HMMM",,,believe great awakening digital warrior reporting commy killery big pappy song bird even china arrested amp executed already amp one see either double clone masked actor cgi hmmm,positive
,,,"Is this all for solidarity?) while many actors (myself included) do stand in solidarity with Writers, a potential SAG strike is about OUR contracts &amp; ability to negotiate. *But yeah, most of the issues are exactly the same. AI, residuals, insurance, pay. Wild, right?",,,solidarity many actor included stand solidarity writer potential sag strike contract amp ability negotiate yeah issue exactly residual insurance pay wild right,positive
,,,"At some point in the future, AI will be so far developed that it will create different characters, replacing all actors and musicians. We won't be able to shut AI down because we care about the way it ""feels"", leading to AI enslaving the human race",,,point future far developed create different character replacing actor musician able shut care way feel leading enslaving human race,positive
,,,"Robert Zemeckis announced that Tom Hanks &amp; Robin Wright, the stars of his next film, will be de-aged using AI to create photorealistic face swaps and de-aging effects on top of actors performances live and in real time without the need for further compositing or VFX work.",,,robert zemeckis announced tom hank amp robin wright star next film -aged using create photorealistic face swap -aging effect top actor performance live real time without need compositing vfx work,positive
,,,As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I see translators and voice actors getting replaced by AI-,,,actual factory worker experienced machine low skilled labor ruin wage job market smile see translator voice actor getting replaced,negative
,,,"Also the show is about Girls' Generation Jessica Jung, singer Kelly Yu, Jazz artist Liu Lian, New Pants bassist Zhao Meng, and actors Zhang Li + Tian Ai trying to run a seaside band cafe without going bankrupt and it's the Best Thing Everrrrr",,,also show girl generation jessica jung singer kelly jazz artist liu lian new pant bassist zhao meng actor zhang tian trying run seaside band cafe without going bankrupt best thing everrrrr,negative
,,,"God. Ethics aside, this is just so creepy to look at. The thought process behind replacing actors with uncanny valley ai renderings of actors that aren't even fully animated in their movements is so weird.",,,god ethic aside creepy look thought process behind replacing actor uncanny valley rendering actor even fully animated movement weird,neutral
,,,Seeing UKHE and the actors of its broader ecology embarrassingly jumping on the supposed AI supposed revolution only shows how those running the sector have completely lost their critical skills and just jump on whatever silly fad markets come up with.,,,seeing ukhe actor broader ecology embarrassingly jumping supposed supposed revolution show running sector completely lost critical skill jump whatever silly fad market come,negative
,,,"In this new article , associate researcher at CETyS, explores the links between responsible digital transformation in the judiciary, emerging risks from fragmented uses of LLMs, networks of actors and narratives about justice",,,new article associate researcher cetys explores link responsible digital transformation judiciary emerging risk fragmented us llm network actor narrative justice,positive
,,,"Justice Dems build ""national progressive power"" with actors funded by oligarch dollars. The event is for optics, video for socia media, and of course, for fundraising. The $ is a sop for the poors, to appear inclusive. $ bucks is / of many food budgets for a week.",,,justice dems build national progressive power actor funded oligarch dollar event optic video socia medium course fundraising sop poor appear inclusive buck many food budget week,positive
,,,"Embrace AI like you would embrace a new form of writing, or a new paintbrush, camera. Its just a new tool and medium to discover, and make a living doing it. Im sure th century stage actors were horrified by the invention of the television..",,,embrace like would embrace new form writing new paintbrush camera new tool medium discover make living sure century stage actor horrified invention television ..,positive
,,,I know that software is cool but PLEASE DO NOT SUPPORT Voice AI Generated Software!Make that man BANKRUPT BECAUSE OF VOICE ACTING IS FOR VOICE ACTORS IN FLESH ONLY.,,,know software cool please support voice generated software make man bankrupt voice acting voice actor flesh,positive
,,,"Justine Bateman lays out a cogent argument about AI in the entertainment industry, and why actors and writers ought to be concerned. And yet I think she, like her fellow actors and writers, misses a very simple point: they have less leverage than they think.",,,justine bateman lay cogent argument entertainment industry actor writer ought concerned yet think like fellow actor writer miss simple point le leverage think,positive
,,,This is what Vanille wants to end up. Vanille is pne of the voice actors in Mobile Legends Game. Melon Mask invested for that programme. So how to stop this?I prefer voice actors in flesh rather than AI softwares. People are already natural robotsalways making mistakes too.,,,vanille want end vanille pne voice actor mobile legend game melon mask invested programme stop prefer voice actor flesh rather software people already natural robotsalways making mistake,negative
,,,"I shudder at the prospect of all movies for the next + years exclusively featuring AI Brad Pitt, AI Tom Cruise, AI Ana de Armas, etc... with no new actors other than procedurally generated AI actors, all pasted onto the bodies of low wage stunt doubles.",,,shudder prospect movie next year exclusively featuring brad pitt tom cruise ana armas etc new actor procedurally generated actor pasted onto body low wage stunt double,neutral
,,,"Are you tired of spending hours creating videos with cameras, studios, and editing skills? Are you ready to experience the future of video making? Look no further than Colossyan Creator! This web-based service is revolu...",,,tired spending hour creating video camera studio editing skill ready experience future video making look colossyan creator web-based service revolu,positive
,,,"meanwhile sam is convinced that the ad stole a specific swear/phrase from one of cramblin duvets old commercials so he reaches out to the rival agency only to find out that theyre actually severely in debt, which is why they cant hire real actors or writers and use AI to",,,meanwhile sam convinced stole specific swear/phrase one cramblin duvet old commercial reach rival agency find theyre actually severely debt cant hire real actor writer use,negative
,,,Remember Andrew Niccol's movie Smne? we in those times already? - with AI actors ...,,,remember andrew niccol movie smne time already actor,neutral
,,,"SAG ACTORS, you do not want this to happen to you. Demand restrictions from your union leadership. Accept nothing less from an AMPTP agreement. Strike if they wont give it to you.",,,sag actor want happen demand restriction union leadership accept nothing le amptp agreement strike wont give,negative
,,,"Don't need them anymore, AI will make their jobs obsolete. Same with camera operators, special effects, stunt people and even actors.",,,need anymore make job obsolete camera operator special effect stunt people even actor,positive
,,,"Here's where capitalism and the lawyers save the day. If it is a marketable commodity then it can be owned. Actors market their voice every day (just ask Morgan Freeman or Gene Hackman). AI bros are going to lose this battle in court, and they are going to lose hard.",,,capitalism lawyer save day marketable commodity owned actor market voice every day ask morgan freeman gene hackman bros going lose battle court going lose hard,negative
,,,Some of the voice AI (machine learning really) is getting a bit worrying for voice actors. Especially as the tech improves.,,,voice machine learning really getting bit worrying voice actor especially tech improves,positive
,,,"Watch out. If an AI script generator sees it, it'll be on our TV screens...with digital actors cuz why pay people?",,,watch script generator see screenswith digital actor cuz pay people,negative
,,,Gonna need one for all these bad actors in the AI space impersonating people,,,gon na need one bad actor space impersonating people,negative
,,,"ppl dont realize that this is exactly what capitalism wantswouldn't it be amazing if actors were popular and recognizable, AND you can own their likeness and personhood, putting them into anything you want with all this AI shit?capitalism and human rights like thep",,,ppl dont realize exactly capitalism wantswouldn amazing actor popular recognizable likeness personhood putting anything want shit capitalism human right like thep,positive
,,,"SAG-AFTRA has recommended its members back a strike, with a fall in streaming residuals and fears around AI replacing actors emerging as key issues ahead of upcoming negotations with the AMPTP",,,sag-aftra recommended member back strike fall streaming residual fear around replacing actor emerging key issue ahead upcoming negotations amptp,negative
,,,"It's funny how I wrote a story about a futuristic society that's completely digital which allows those in power to remove media as if it never existed, rewrite history, and generate actors using AI, but I was told it wasn't marketable.",,,funny wrote story futuristic society completely digital allows power remove medium never existed rewrite history generate actor using told marketable,positive
,,,Generative is not only being used by threat actors to design new attacks. is experimenting with the use of large language models to reduce complexity and achieve efficiency,,,generative used threat actor design new attack experimenting use large language model reduce complexity achieve efficiency,negative
,,,"When people were getting fired for refusing the vaccine, where were these people at? They were writing the ""jokes"" that told society to shun these people and treat them like roaches.I hope they are all replaced by AI. Actors too. Fuck them all.",,,people getting fired refusing vaccine people writing joke told society shun people treat like roach hope replaced actor fuck,negative
,,,"Thank you for the detailed response!My main concern was that contract terms would not be enough of a deterrent for bad actors.Currently, there just isnt a way to detect AI involvement when it comes to writing.Even the use of AI to detect itself have high false positives.",,,thank detailed response main concern contract term would enough deterrent bad actors.currently isnt way detect involvement come writing.even use detect high false positive,positive
,,,"AI is the next stage of this process. Disney is already digitally recreating actors, and making deals to use AI to generate actors voices. But it could pose a threat to many more workers across the industry.",,,next stage process disney already digitally recreating actor making deal use generate actor voice could pose threat many worker across industry,negative
,,,"I feel like we've already entered a dystopian future. AI replacing artists, voice actors and writers is TERRIFYING. The only way to regulate this shit would be through legal actions. There SHOULD be some very strict laws about this kind of thing.",,,feel like already entered dystopian future replacing artist voice actor writer terrifying way regulate shit would legal action strict law kind thing,negative
,,,"If the seiyuu industry is to be thrown off by AI one day, then I will truly be saddened. No fucking AI will ever replace the human emotions and connection that many talented Japanese voice actors have.",,,seiyuu industry thrown one day truly saddened fucking ever replace human emotion connection many talented japanese voice actor,positive
,,,The chance the studios break the writers and actors unions is pretty high - not just because of AI.But in a world of scripted shows year instead of or so both groups are commodities and not brands or connected to consumers in any special wayDont expect it over fast,,,chance studio break writer actor union pretty high .but world scripted show year instead group commodity brand connected consumer special waydont expect fast,positive
,,,The bad actors are using / to really trick us human beingsthey are enticing us in different ways and also taking advantage of human vulnerabilities. Listen to more thoughts from on the rise of AI being utilized for here,,,bad actor using really trick human beingsthey enticing different way also taking advantage human vulnerability listen thought rise utilized,negative
,,,"Not quite done with your excellent book, but it seems that Palo Alto, tech, et al. are also involved in the writers' (and potential actors') strike in that they use streaming platforms to exploit labor, destroy wages &amp; eventually AI-(out)source, as they always seem to do.",,,quite done excellent book seems palo alto tech also involved writer potential actor strike use streaming platform exploit labor destroy wage amp eventually source always seem,negative
,,,"I dont even have to be here. Keanu Reeves in an interview with .Alli Magidsohn explores the pros and cons of AI technology in film, what it could mean for actors, and how or if the industry will retain an element of humanity",,,dont even keanu reef interview .alli magidsohn explores pro con technology film could mean actor industry retain element humanity,neutral
,,,"AI is going to transform Hollywood And that could mean no more actors or set builders, lighting technicians, makeup artists... the list goes on.On the flip side, it means easy edits, endless revenue opportunities, and limitless creative possibilities.",,,going transform hollywood could mean actor set builder lighting technician makeup artist list go flip side mean easy edits endless revenue opportunity limitless creative possibility,positive
,,,Actors are being paid peanuts to have their faces and voices used by AI programs,,,actor paid peanut face voice used program,neutral
,,,"The future of cyber security is here - the use of Artificial Intelligence (AI) is becoming increasingly pivotal in securing our data. AI can detect and respond to threats faster than ever before, enabling us to stay one step ahead of malicious actors.",,,future cyber security use artificial intelligence becoming increasingly pivotal securing data detect respond threat faster ever enabling stay one step ahead malicious actor,positive
,,,"Well, as an AI language model, I don't have eyes to see performances, but I can tell you that Australian and Kiwi actors are so talented that they make even robots like me feel emotions.",,,well language model eye see performance tell australian kiwi actor talented make even robot like feel emotion,positive
,,,"Lastly, could the rise of AI actors perpetuate unrealistic beauty standards or reinforce harmful stereotypes, as biased training data or preferences may influence the algorithms?",,,lastly could rise actor perpetuate unrealistic beauty standard reinforce harmful stereotype biased training data preference may influence algorithm,positive
,,,"Or, does the use of AI actors diminish the authenticity and emotional depth that human actors bring to their performances, potentially leading to a loss of human connection and relatability in films?",,,use actor diminish authenticity emotional depth human actor bring performance potentially leading loss human connection relatability film,negative
,,,What are the potential consequences for the diversity and representation of human actors in the film industry if AI takes on prominent roles?,,,potential consequence diversity representation human actor film industry take prominent role,positive
,,,"As the piece alludes to, I don't think this a paper ""pubbing an AI article by mistake."" Someone used an AI image and mostly-written-by-AI article to get a fake byline published. The biggest short-term change of AI is it hugely empowers bad human actors to deceive others",,,piece alludes think paper pubbing article mistake someone used image mostly-written -- article get fake byline published biggest short-term change hugely empowers bad human actor deceive others,negative
,,,"Those ai """"""""actors"""""" look so garbage. How do people believe its the future when its just a jpeg with morphed face",,,actor look garbage people believe future jpeg morphed face,neutral
,,,"Generative AI and large language models pose a risk of allowing bad actors to run convincing disinformation campaigns at a larger scale and speed due to their deficiency at interpreting nuance and context, making it hard to entirely replace human content moderators.",,,generative large language model pose risk allowing bad actor run convincing disinformation campaign larger scale speed due deficiency interpreting nuance context making hard entirely replace human content moderator,negative
,,,"There is a big difference between scanning groceries and creating art. I bet all the singers, painters, and actors join us when AI comes for them too.",,,big difference scanning grocery creating art bet singer painter actor join come,positive
,,,Sean Penn supporting the at the Black Flies press conference: The industry has been upending the actors and writers and directors for a very long time. [AI to replace creatives?] strikes me as a human obscenity.,,,sean penn supporting black fly press conference industry upending actor writer director long time replace creatives strike human obscenity,positive
,,,designer Jakub Javora has developed a neural network that can turn black actors into white ones. Neural network brings the meta image to life has the lead of the stage,,,designer jakub javora developed neural network turn black actor white one neural network brings meta image life lead stage,neutral
,,,". There's a reason the creators of AI have gone before Congress BEGGING them to regulate how, when &amp; what its used for!! I mean, a kybosh (sp) was put on the use of digitally or AI generated actors, etc. Especially those long gone! (Re: Marilyn Monroe, James Dean...)",,,reason creator gone congress begging regulate amp used mean kybosh put use digitally generated actor etc especially long gone marilyn monroe james dean,neutral
,,,"There's a QF in the air right now...of course it's fake, doesn't exist, full of actors...rinse and repeat.",,,air right course fake exist full actorsrinse repeat,negative
,,,"If continues to develop in this way, the world will soon no longer need real animals as actors.",,,continues develop way world soon longer need real animal actor,neutral
,,,Geopolitical tensions &amp; evolving endanger / in . Nation-state actors &amp; target these systems. Prioritize secure practices &amp; specialized to mitigate risks -,,,geopolitical tension amp evolving endanger nation-state actor amp target system prioritize secure practice amp specialized mitigate risk,negative
,,,"/ Also it is very important that this legal framework and does not inhibit the development of good AI, as that will ultimately be essential in combating misinformation, monitoring and identifying bad actors. Focus on accountability and impact.",,,also important legal framework inhibit development good ultimately essential combating misinformation monitoring identifying bad actor focus accountability impact,negative
,,,Threat actors have expanded their arsenal with sophisticated &amp; scalable attacks leaving financial institutions at risk of synthetic . Read the iProov- article &amp; learn how we protect against the threat:,,,threat actor expanded arsenal sophisticated amp scalable attack leaving financial institution risk synthetic read iproov- article amp learn protect threat,negative
,,,"Guess the movie Smne is quickly becoming a reality with AI. Think abt it, you could truly create the perfect stars without any one blemish and keep it a secret from audiences. Thats potentially sterling competition in the face of real-life actors/actresses.",,,guess movie smne quickly becoming reality think abt could truly create perfect star without one blemish keep secret audience thats potentially sterling competition face real-life actors/actresses,positive
,,,"if you fed an AI engine a thousand different performances of actors playing Hamlet, it could surely replicate a credible delivery of Hamlet's dialogue, but not what makes all the great performances of Hamlet so indelible: which is each actor breathing their own vivid life into it",,,fed engine thousand different performance actor playing hamlet could surely replicate credible delivery hamlet dialogue make great performance hamlet indelible actor breathing vivid life,positive
,,,"Idk, using AI to lazily generate art when Writers are striking and screen actors are soon to be with one of the reasons being because of AI generated work just doesnt sit right with me",,,idk using lazily generate art writer striking screen actor soon one reason generated work doesnt sit right,negative
,,,"Holding $PRX allows financial institutions to reduce to zero exposure to poor governance, an unstable crypto/mainstream market, bad actors, insufficient assets and poor liquidity. Seed Round Coming Soon.",,,holding prx allows financial institution reduce zero exposure poor governance unstable crypto/mainstream market bad actor insufficient asset poor liquidity seed round coming soon,negative
,,,"About a month ago, several folks got annoyed when I said AI could be a problem for writers and actors.Anyway, here's this.",,,month ago several folk got annoyed said could problem writer actors.anyway,negative
,,,"prevent the bad actors from using it for bad things,"" he told the Times.""Take the difference and propagate it forwards. That's scary."" ""takes away the drudge work"" but ""might take away more than that"", he told the Times.",,,prevent bad actor using bad thing told times.take difference propagate forward scary take away drudge work might take away told time,negative
,,,"AI Can Make Bad Actors More Convincing, Warns Apple Co-Founder",,,make bad actor convincing warns apple -founder,negative
,,,"You're right in that both in AI &amp; power generation, bad actors with profit motives are spreading fear about new developments by making them seem dangerous and uncontrollable.Corporatism incarnate.",,,right amp power generation bad actor profit motif spreading fear new development making seem dangerous uncontrollable.corporatism incarnate,negative
,,,Really very much am not a fan. And in the middle of a writers strike where they want to replace them with AI. And the screen actors have a strike authorization because the producers want actors to sign away their likeness/voice rights so they can be recreated. It all sucks.,,,really much fan middle writer strike want replace screen actor strike authorization producer want actor sign away likeness/voice right recreated suck,negative
,,,"Has anybody tried Googles BARD AI for storytelling? Based on this Minutes story Im watching, its far more advanced than ChatGPT.This is why AI matters for the writers and actors. People dont realize how advanced these AI are.",,,anybody tried google bard storytelling based minute story watching far advanced chatgpt.this matter writer actor people dont realize advanced,positive
,,,Such iconic characters played by amazing actors... destroyed by some of the worst writing on television.Why? These showrunners are proving AI can do better. So bad. The actors and cool zombies save every episode. Showrunnners SUCK!!,,,iconic character played amazing actor destroyed worst writing television.why showrunners proving better bad actor cool zombie save every episode showrunnners suck,neutral
,,,"No Yann, no deep.Regulation is going to guarantee that bad actors have more powerful AI because it is unfettered.Again: No regulations! Government should guide: $s to support actual open development; prizes for goals ~$B for first reasoning sys to cure a mental illness. Etc.",,,yann deep.regulation going guarantee bad actor powerful unfettered.again regulation government guide support actual open development prize goal first reasoning sys cure mental illness etc,positive
,,,"AI will replace a lot of jobs, mine included. Its more than a little scary, and thats not even taking into account of what bad actors will do with it.",,,replace lot job mine included little scary thats even taking account bad actor,negative
,,,"And if anyone also tries to tell us fans that AI is the only way because the workers need to be paid less, then I will that person without due, people like you, Voice Actors like , Writers &amp; Creators like need to lead things, not AI.",,,anyone also try tell fan way worker need paid le person without due people like voice actor like writer amp creator like need lead thing,negative
,,,"Star Trek didn't account for AI. Rewrite the show with Verizon management. No actors. Only software, repeating itself.",,,star trek account rewrite show verizon management actor software repeating,neutral
,,,AI doom in under words:Controlling the superintelligent actors we're creating is too hard.,,,doom word controlling superintelligent actor creating hard,negative
,,,We need AI security to combat the threat actors using AI to their advantage. Were literally living in a times where its AI battling AI,,,need security combat threat actor using advantage literally living time battling,negative
,,,"Previously, we released a similar video featuring rabbits. However, this time we made some quick changes, adopting a completely different style to showcase the flexibility of Replikant. This video incorporates AI assistance tools to enable changes in actors and voices. In",,,previously released similar video featuring rabbit however time made quick change adopting completely different style showcase flexibility replikant video incorporates assistance tool enable change actor voice,positive
,,,"""AI replacing voice actors for audiobooks""",,,replacing voice actor audiobooks,neutral
,,,"So, using an actors voice and face without their permission, for monetary gain as its explicitly stated to be an ad, with no profit going towards the actor because its AI and not the actor. So like, can this be a lawsuit? Cause Im no lawyer, but this seems exploitative, right?",,,using actor voice face without permission monetary gain explicitly stated profit going towards actor actor like lawsuit cause lawyer seems exploitative right,positive
,,,"Will be interesting with AI and better robotics that it launches again sans human actors. Some interactive video messages along with robotic actors for flavor might drop overhead, but still provide an interactive-lite experience.",,,interesting better robotics launch sans human actor interactive video message along robotic actor flavor might drop overhead still provide interactive-lite experience,positive
,,,An AI powered agent hacks into a major system without being explicitly asked to by a human.GPT is leaked to bad actors who immediately realign their copy on the basis of their own nationality/race/ideology.Someone's dumb enough to use AI-guided weapons in Ukraine.,,,powered agent hack major system without explicitly asked human.gpt leaked bad actor immediately realign copy basis nationality/race/ideology.someone dumb enough use -guided weapon ukraine,negative
,,,Imagining all the ways AI in the hands of bad actors everywhere will totally make this all better.,,,imagining way hand bad actor everywhere totally make better,positive
,,,"Lost on Objkt. $XTZ ea.In the Cinematic Expressions collection.I love this work because I created using Ai tools, but it % looks like something I'd film on set with real cameras/actors.-thread-",,,lost objkt xtz cinematic expression collection love work created using tool look like something film set real cameras/actors.-thread-,positive
,,,i dont know if you need to know this but even if AI is uncopyrightable you can still commit copyright infringement if you use an actors likeness without prior consent,,,dont know need know even uncopyrightable still commit copyright infringement use actor likeness without prior consent,negative
,,,"Just to clarify the gravity of this, the studios want to replace union actors with AI, and whats worse is that the AI has been trained using the work of these actors and who have received zero compensation.",,,clarify gravity studio want replace union actor whats worse trained using work actor received zero compensation,negative
,,,Looks like the link takes to your video from earlier this morning. I arrive at the actors afraid of ai video of yours when I click,,,look like link take video earlier morning arrive actor afraid video click,positive
,,,god I hope the actors strike. stamp this ai shit down and hard,,,god hope actor strike stamp shit hard,negative
,,,Actors dont need to worry about AI stealing their jobs,,,actor dont need worry stealing job,positive
