Unnamed: 0,Time,User,Tweet,Location,Retweets,cleaned_tweet
,,,"Truth Actors have to come out and now with AI could really make a dent in film. Of course dont refer to yourselves from Hollywood maybe: Hollygood or some other name Hollywood term is. Just put God, Truth &amp; Country first and Hollygood Magicwill manifest!",,,truth actor come ai could really make dent film course dont refer hollywood maybe hollygood name hollywood term put god truth country first hollygood magicwill manifest
,,,"SAG-AFTRA has recommended its members vote to back a strike, with a fall in streaming residuals and fears around AI replacing actors emerging as key issues ahead of upcoming negotations with the AMPTP ",,,sag-aftra recommended member vote back strike fall streaming residual fear around ai replacing actor emerging key issue ahead upcoming negotations amptp
,,,"Maybe in ten or five or one year, AI will be able to make Fleabag Season , but maybe it will happen *never* and studios are digging in their heels for the right to replace writers and actors with Furby-level brains that spout random garbage for the foreseeable future.",,,maybe ten five one year ai able make fleabag season maybe happen never studio digging heel right replace writer actor furby-level brain spout random garbage foreseeable future
,,,"This take on the AI images is so bad / the joke is dead already. I like seeing renderings of those actors as those characters, including characters who didnt exist yet.",,,take ai image bad joke dead already like seeing rendering actor character including character didnt exist yet
,,,honestly this looks like AI younging down the pics of the original actors.,,,honestly look like ai younging pic original actor
,,,Seeing one of my favourite voice actors talk about AI like this is just perfect. Couldnt agree more with your views on this stuff,,,seeing one favourite voice actor talk ai like perfect couldnt agree view stuff
,,,ai is actually one of the strike demands being made by the wga because studios are trying to push for ai usage through ai scripts and even requesting actors to sign off for the usage of their likeness through ai,,,ai actually one strike demand made wga studio trying ai usage ai script even requesting actor sign usage likeness ai
,,,This has to be AI. It's very unlikely that all the kids look exactly like their actors counterpart.,,,ai unlikely kid look exactly like actor counterpart
,,,"Can AI be trained to codify human values? If so wouldnt that take care of the problem? Having said that, bad actors could easily codify ugly values.",,,ai trained codify human value wouldnt take care problem said bad actor could easily codify ugly value
,,,"AI is dangerous for all creatives. Not only do these AI companies and organizations scrape our written and visual art, but also the voices and bodies of actors and performers. (/?)",,,ai dangerous creatives ai company organization scrape written visual art also voice body actor performer
,,,They even already replace actors. Between the de-agining technology and that seen in the Disney Plus movie where the crowd was filled with AI people,,,even already replace actor de-agining technology seen disney plus movie crowd filled ai people
,,,"To put the kibosh on AI The people who are being used as frames of reference for it's 'creations', and the actors who are being placed in them should sue. If they are going to write eps of CSI then anyone who has ever written one should sue. They can't create without reference.",,,put kibosh ai people used frame reference 'creations actor placed sue going write eps csi anyone ever written one sue create without reference
,,,"We must do this - give our Negotiators the power they need. Self Tapes are out of control, we need guidelines built into our contracts, AI are not actors but a way to steal our likeness &amp; performances and not pay us. Residuals in streaming are essential. Vote ""Yes""",,,must give negotiator power need self tape control need guideline built contract ai actor steal likeness performance pay u residual streaming essential vote yes
,,,Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the BILLIONS they are making off our labor but also hope to one day use AI &amp; other advanced technology to replace writers &amp; actors. THIS IS AN EXISTENTIAL FIGHT.,,,hollywood need shut people money refuse pay writer actor fair cut billion making labor also hope one day use ai advanced technology replace writer actor existential fight
,,,I will never buy an audio book that does not have a real life voice actor bringing it to life. Publishers must provide assurances that their actors are real. We purchasers must insist that we will never buy an AI audiobook.,,,never buy audio real life voice actor bringing life publisher must provide assurance actor real purchaser must insist never buy ai audiobook
,,,Because i can also take a book and storyboard it now. For MOSTLY FREE. I can use ai to make my own movies with Unreal Engine to make actors a nothing.,,,also take storyboard mostly free use ai make movie unreal engine make actor nothing
,,,"If you believe in the great awakening and some of the digital warriors reporting commy, KILLERY, big pappy, song bird, and even CHINA JO JO HAVE BEEN ARRESTED &amp; or executed already, &amp; the ones we see now are either doubles, clones,masked actors or CGI AND OR AI HMMM",,,believe great awakening digital warrior reporting commy killery big pappy song bird even china jo jo arrested executed already one see either double clone masked actor cgi ai hmmm
,,,"Is this all for solidarity? ) while many actors (myself included) do stand in solidarity with Writers, a potential SAG strike is about OUR contracts &amp; ability to negotiate. *But yeah, most of the issues are exactly the same. AI, residuals, insurance, pay. Wild, right?",,,solidarity many actor included stand solidarity writer potential sag strike contract ability negotiate yeah issue exactly ai residual insurance pay wild right
,,,"At some point in the future, AI will be so far developed that it will create different characters, replacing all actors and musicians. We won't be able to shut AI down because we care about the way it ""feels"", leading to AI enslaving the human race",,,point future ai far developed create different character replacing actor musician able shut ai care feel leading ai enslaving human race
,,,"Robert Zemeckis announced that Tom Hanks &amp; Robin Wright, the stars of his next film, will be de-aged using AI to create photorealistic face swaps and de-aging effects on top of actors performances live and in real time without the need for further compositing or VFX work.",,,robert zemeckis announced hank robin wright next film de-aged using ai create photorealistic face swap de-aging effect top actor performance live real without need compositing vfx work
,,,As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I see translators and voice actors getting replaced by AI-,,,actual factory worker experienced machine low skilled labor ruin wage job market smile see translator voice actor getting replaced ai-
,,,"Also the show is about Girls' Generation Jessica Jung, singer Kelly Yu, Jazz artist Liu Lian, New Pants bassist Zhao Meng, and actors Zhang Li + Tian Ai trying to run a seaside band cafe without going bankrupt and it's the Best Thing Everrrrr",,,also show girl generation jessica jung singer kelly yu jazz artist liu lian new pant bassist zhao meng actor zhang li tian ai trying run seaside band cafe without going bankrupt best thing everrrrr
,,,"God. Ethics aside, this is just so creepy to look at. The thought process behind replacing actors with uncanny valley ai renderings of actors that aren't even fully animated in their movements is so weird.",,,god ethic aside creepy look thought process behind replacing actor uncanny valley ai rendering actor even fully animated movement weird
,,,Seeing UKHE and the actors of its broader ecology embarrassingly jumping on the supposed AI supposed revolution only shows how those running the sector have completely lost their critical skills and just jump on whatever silly fad markets come up with.,,,seeing ukhe actor broader ecology embarrassingly jumping supposed ai supposed revolution show running sector completely lost critical skill jump whatever silly fad market come
,,,"In this new article , associate researcher at CETyS, explores the links between responsible digital transformation in the judiciary, emerging risks from fragmented uses of LLMs, networks of actors and narratives about justice",,,new article associate researcher cetys explores link responsible digital transformation judiciary emerging risk fragmented us llm network actor narrative justice
,,,"Justice Dems build ""national progressive power"" with actors funded by oligarch dollars. The event is for optics, video for socia media, and of course, for fundraising. The $ is a sop for the poors, to appear inclusive. $ bucks is / of many food budgets for a week.",,,justice dems build national progressive power actor funded oligarch dollar event optic video socia medium course fundraising poor appear inclusive buck many food budget week
,,,"Embrace AI like you would embrace a new form of writing, or a new paintbrush, camera. Its just a new tool and medium to discover, and make a living doing it. Im sure th century stage actors were horrified by the invention of the television..",,,embrace ai like would embrace new form writing new paintbrush camera new tool medium discover make living sure th century stage actor horrified invention television
,,,I know that software is cool but PLEASE DO NOT SUPPORT Voice AI Generated Software! Make that man BANKRUPT BECAUSE OF VOICE ACTING IS FOR VOICE ACTORS IN FLESH ONLY.,,,know software cool please support voice ai generated software make man bankrupt voice acting voice actor flesh
,,,"Justine Bateman lays out a cogent argument about AI in the entertainment industry, and why actors and writers ought to be concerned. And yet I think she, like her fellow actors and writers, misses a very simple point: they have less leverage than they think.",,,justine bateman lay cogent argument ai entertainment industry actor writer ought concerned yet think like fellow actor writer miss simple point le leverage think
,,,This is what Vanille wants to end up. Vanille is pne of the voice actors in Mobile Legends Game. Melon Mask invested for that programme. So how to stop this? I prefer voice actors in flesh rather than AI softwares. People are already natural robotsalways making mistakes too.,,,vanille want end vanille pne voice actor mobile legend game melon mask invested programme stop prefer voice actor flesh rather ai software people already natural robotsalways making mistake
,,,"I shudder at the prospect of all movies for the next + years exclusively featuring AI Brad Pitt, AI Tom Cruise, AI Ana de Armas, etc... with no new actors other than procedurally generated AI actors, all pasted onto the bodies of low wage stunt doubles.",,,shudder prospect movie next year exclusively featuring ai brad pitt ai cruise ai ana de armas etc new actor procedurally generated ai actor pasted onto body low wage stunt double
,,,"Are you tired of spending hours creating videos with cameras, studios, and editing skills? Are you ready to experience the future of video making? Look no further than Colossyan Creator! This web-based service is revolu...",,,tired spending hour creating video camera studio editing skill ready experience future video making look colossyan creator web-based service revolu
,,,"meanwhile sam is convinced that the ad stole a specific swear/phrase from one of cramblin duvets old commercials so he reaches out to the rival agency only to find out that theyre actually severely in debt, which is why they cant hire real actors or writers and use AI to",,,meanwhile sam convinced ad stole specific swear/phrase one cramblin duvet old commercial reach rival agency find theyre actually severely debt cant hire real actor writer use ai
,,,Remember Andrew Niccol's movie Smne? Are we in those times already? - with AI actors ...,,,remember andrew niccol movie smne time already ai actor
,,,"SAG ACTORS, you do not want this to happen to you. Demand AI restrictions from your union leadership. Accept nothing less from an AMPTP agreement. Strike if they wont give it to you.",,,sag actor want happen demand ai restriction union leadership accept nothing le amptp agreement strike wont give
,,,"Don't need them anymore, AI will make their jobs obsolete. Same with camera operators, special effects, stunt people and even actors.",,,need anymore ai make job obsolete camera operator special effect stunt people even actor
,,,"Here's where capitalism and the lawyers save the day. If it is a marketable commodity then it can be owned. Actors market their voice every day (just ask Morgan Freeman or Gene Hackman). AI bros are going to lose this battle in court, and they are going to lose hard.",,,capitalism lawyer save day marketable commodity owned actor market voice every day ask morgan freeman gene hackman ai bros going lose battle court going lose hard
,,,Some of the voice AI (machine learning really) is getting a bit worrying for voice actors. Especially as the tech improves.,,,voice ai machine learning really getting bit worrying voice actor especially tech improves
,,,"Watch out. If an AI script generator sees it, it'll be on our TV screens...with digital actors cuz why pay people",,,watch ai script generator see 'll tv screenswith digital actor pay people
,,,Gonna need one for all these bad actors in the AI space impersonating people,,,gon need one bad actor ai space impersonating people
,,,"ppl dont realize that this is exactly what capitalism wants wouldn't it be amazing if actors were popular and recognizable, AND you can own their likeness and personhood, putting them into anything you want with all this AI shit? capitalism and human rights like thep",,,dont realize exactly capitalism want amazing actor popular recognizable likeness personhood putting anything want ai capitalism human right like thep
,,,"SAG-AFTRA has recommended its members back a strike, with a fall in streaming residuals and fears around AI replacing actors emerging as key issues ahead of upcoming negotations with the AMPTP ",,,sag-aftra recommended member back strike fall streaming residual fear around ai replacing actor emerging key issue ahead upcoming negotations amptp
,,,"It's funny how I wrote a story about a futuristic society that's completely digital which allows those in power to remove media as if it never existed, rewrite history, and generate actors using AI, but I was told it wasn't marketable.",,,funny wrote story futuristic society completely digital allows power remove medium never existed rewrite history generate actor using ai told marketable
,,,Generative AI is not only being used by threat actors to design new attacks. TenableResearch is experimenting with the use of large language models to reduce complexity and achieve efficiency,,,generative ai used threat actor design new attack tenableresearch experimenting use large language model reduce complexity achieve efficiency
,,,"When people were getting fired for refusing the vaccine, where were these people at? They were writing the ""jokes"" that told society to shun these people and treat them like roaches. I hope they are all replaced by AI. Actors too. Fuck them all.",,,people getting fired refusing vaccine people writing joke told society shun people treat like roach hope replaced ai actor fuck
,,,"Thank you for the detailed response! My main concern was that contract terms would not be enough of a deterrent for bad actors. Currently, there just isnt a way to detect AI involvement when it comes to writing. Even the use of AI to detect itself have high false positives.",,,thank detailed response main concern contract term would enough deterrent bad actor currently isnt detect ai involvement come writing even use ai detect high false positive
,,,"AI is the next stage of this process. Disney is already digitally recreating actors, and making deals to use AI to generate actors voices. But it could pose a threat to many more workers across the industry.",,,ai next stage process disney already digitally recreating actor making deal use ai generate actor voice could pose threat many worker across industry
,,,"I feel like we've already entered a dystopian future. AI replacing artists, voice actors and writers is TERRIFYING. The only way to regulate this shit would be through legal actions. There SHOULD be some very strict laws about this kind of thing.",,,feel like 've already entered dystopian future ai replacing artist voice actor writer terrifying regulate would legal action strict law kind thing
,,,"If the seiyuu industry is to be thrown off by AI one day, then I will truly be saddened. No fucking AI will ever replace the human emotions and connection that many talented Japanese voice actors have.",,,seiyuu industry thrown ai one day truly saddened fucking ai ever replace human emotion connection many talented japanese voice actor
,,,The chance the studios break the writers and actors unions is pretty high - not just because of AI. But in a world of scripted shows year instead of or so both groups are commodities and not brands or connected to consumers in any special way Dont expect it over fast,,,chance studio break writer actor union pretty high ai world scripted show year instead group commodity brand connected consumer special dont expect fast
,,,The bad actors are using AI/ML to really trick us human beingsthey are enticing us in different ways and also taking advantage of human vulnerabilities. Listen to more thoughts from on the rise of AI being utilized for CyberCrime here,,,bad actor using ai/ml really trick u human beingsthey enticing u different way also taking advantage human vulnerability listen thought rise ai utilized cybercrime
,,,"Not quite done with your excellent book, but it seems that Palo Alto, tech, et al. are also involved in the writers' (and potential actors') strike in that they use streaming platforms to exploit labor, destroy wages &amp; eventually AI-(out)source, as they always seem to do.",,,quite done excellent seems palo alto tech et al also involved writer potential actor strike use streaming platform exploit labor destroy wage eventually ai- source always seem
,,,"I dont even have to be here. Keanu Reeves in an interview with . Alli Magidsohn explores the pros and cons of AI technology in film, what it could mean for actors, and how or if the industry will retain an element of humanity",,,dont even keanu reef interview alli magidsohn explores pro con ai technology film could mean actor industry retain element humanity
,,,"AI is going to transform Hollywood And that could mean no more actors or set builders, lighting technicians, makeup artists... the list goes on. On the flip side, it means easy edits, endless revenue opportunities, and limitless creative possibilities.",,,ai going transform hollywood could mean actor set builder lighting technician makeup artist list go flip side mean easy edits endless revenue opportunity limitless creative possibility
,,,Actors are being paid peanuts to have their faces and voices used by AI programs,,,actor paid peanut face voice used ai program
,,,"The future of cyber security is here - the use of Artificial Intelligence (AI) is becoming increasingly pivotal in securing our data. AI can detect and respond to threats faster than ever before, enabling us to stay one step ahead of malicious actors. ",,,future cyber security use artificial intelligence ai becoming increasingly pivotal securing data ai detect respond threat faster ever enabling u stay one step ahead malicious actor
,,,"Well, as an AI language model, I don't have eyes to see performances, but I can tell you that Australian and Kiwi actors are so talented that they make even robots like me feel emotions.",,,well ai language model eye see performance tell australian kiwi actor talented make even robot like feel emotion
,,,"Lastly, could the rise of AI actors perpetuate unrealistic beauty standards or reinforce harmful stereotypes, as biased training data or preferences may influence the algorithms?",,,lastly could rise ai actor perpetuate unrealistic beauty standard reinforce harmful stereotype biased training data preference may influence algorithm
,,,"Or, does the use of AI actors diminish the authenticity and emotional depth that human actors bring to their performances, potentially leading to a loss of human connection and relatability in films?",,,use ai actor diminish authenticity emotional depth human actor bring performance potentially leading loss human connection relatability film
,,,What are the potential consequences for the diversity and representation of human actors in the film industry if AI takes on prominent roles?,,,potential consequence diversity representation human actor film industry ai take prominent role
,,,"As the piece alludes to, I don't think this a paper ""pubbing an AI article by mistake."" Someone used an AI image and mostly-written-by-AI article to get a fake byline published. The biggest short-term change of AI is it hugely empowers bad human actors to deceive others",,,piece alludes think paper pubbing ai article mistake someone used ai image mostly-written-by-ai article get fake byline published biggest short-term change ai hugely empowers bad human actor deceive others
,,,"Those ai """"""""actors"""""" look so garbage. How do people believe its the future when its just a jpeg with morphed face",,,ai actor look garbage people believe future jpeg morphed face
,,,"Generative AI and large language models pose a risk of allowing bad actors to run convincing disinformation campaigns at a larger scale and speed due to their deficiency at interpreting nuance and context, making it hard to entirely replace human content moderators.",,,generative ai large language model pose risk allowing bad actor run convincing disinformation campaign larger scale speed due deficiency interpreting nuance context making hard entirely replace human content moderator
,,,"There is a big difference between scanning groceries and creating art. I bet all the singers, painters, and actors join us when AI comes for them too.",,,big difference scanning grocery creating art bet singer painter actor join u ai come
,,,Sean Penn supporting the WGAStrike at the Black Flies press conference: The industry has been upending the actors and writers and directors for a very long time. [AI to replace creatives?] strikes me as a human obscenity.,,,sean penn supporting wgastrike black fly press conference industry upending actor writer director long ai replace creatives strike human obscenity
,,,Czech designer Jakub Javora has developed a neural network that can turn black actors into white ones. Neural network AI brings the meta image to life Netflix has the lead of the stage ,,,czech designer jakub javora developed neural network turn black actor white one neural network ai brings meta image life netflix lead stage
,,,". There's a reason the creators of AI have gone before Congress BEGGING them to regulate how, when &amp; what its used for!! I mean, a kybosh (sp) was put on the use of digitally or AI generated actors, etc. Especially those long gone! (Re: Marilyn Monroe, James Dean...)",,,reason creator ai gone congress begging regulate used mean kybosh sp put use digitally ai generated actor etc especially long gone marilyn monroe james dean
,,,"There's a QF in the air right now...of course it's fake, doesn't exist, full of actors...rinse and repeat.",,,qf air right nowof course fake exist full actorsrinse repeat
,,,"If AI continues to develop in this way, the world will soon no longer need real animals as actors.",,,ai continues develop world soon longer need real animal actor
,,,Geopolitical tensions &amp; evolving cyberthreats endanger ICS/OT in criticalindustries. Nation-state actors &amp; cybercriminals target these systems. Prioritize secure practices &amp; specialized cybersecurity to mitigate risks - ,,,geopolitical tension evolving cyberthreats endanger ics/ot criticalindustries nation-state actor cybercriminals target system prioritize secure practice specialized cybersecurity mitigate risk
,,,"/ Also it is very important that this legal framework and does not inhibit the development of good AI, as that will ultimately be essential in combating misinformation, monitoring and identifying bad actors. Focus on accountability and impact.",,,also important legal framework inhibit development good ai ultimately essential combating misinformation monitoring identifying bad actor focus accountability impact
,,,Threat actors have expanded their arsenal with sophisticated deepfakes &amp; scalable digitalinjection attacks leaving financial institutions at risk of synthetic identityfraud. Read the iProov- article &amp; learn how we protect against the threat:,,,threat actor expanded arsenal sophisticated deepfakes scalable digitalinjection attack leaving financial institution risk synthetic identityfraud read iproov- article learn protect threat
,,,"Guess the movie Smne is quickly becoming a reality with AI. Think abt it, you could truly create the perfect stars without any one blemish and keep it a secret from audiences. Thats potentially sterling competition in the face of real-life actors/actresses.",,,guess movie smne quickly becoming reality ai think abt could truly create perfect without one blemish keep secret audience thats potentially sterling competition face real-life actors/actresses
,,,"if you fed an AI engine a thousand different performances of actors playing Hamlet, it could surely replicate a credible delivery of Hamlet's dialogue, but not what makes all the great performances of Hamlet so indelible: which is each actor breathing their own vivid life into it",,,fed ai engine thousand different performance actor playing hamlet could surely replicate credible delivery hamlet dialogue make great performance hamlet indelible actor breathing vivid life
,,,"Idk, using AI to lazily generate art when Writers are striking and screen actors are soon to be with one of the reasons being because of AI generated work just doesnt sit right with me",,,using ai lazily generate art writer striking screen actor soon one reason ai generated work doesnt right
,,,"Holding $PRX allows financial institutions to reduce to zero exposure to poor governance, an unstable crypto/mainstream market, bad actors, insufficient assets and poor liquidity. Seed Round Coming Soon. ",,,holding prx allows financial institution reduce zero exposure poor governance unstable crypto/mainstream market bad actor insufficient asset poor liquidity seed round coming soon
,,,"About a month ago, several folks got annoyed when I said AI could be a problem for writers and actors. Anyway, here's this.",,,month ago several folk got annoyed said ai could problem writer actor anyway
,,,"prevent the bad actors from using it for bad things,"" he told the Times. ""Take the difference and propagate it forwards. That's scary."" AI ""takes away the drudge work"" but ""might take away more than that"", he told the Times",,,prevent bad actor using bad thing told time take difference propagate forward scary ai take away drudge work might take away told time
,,,"AI Can Make Bad Actors More Convincing, Warns Apple Co-Founder",,,ai make bad actor convincing warns apple co-founder
,,,"You're right in that both in AI &amp; power generation, bad actors with profit motives are spreading fear about new developments by making them seem dangerous and uncontrollable. Corporatism incarnate.",,,'re right ai power generation bad actor profit motif spreading new development making seem dangerous uncontrollable corporatism incarnate
,,,Really very much am not a fan. And in the middle of a writers strike where they want to replace them with AI. And the screen actors have a strike authorization because the producers want actors to sign away their likeness/voice rights so they can be recreated. It all sucks.,,,really much fan middle writer strike want replace ai screen actor strike authorization producer want actor sign away likeness/voice right recreated suck
,,,"Has anybody tried Googles BARD AI for storytelling? Based on this Minutes story Im watching, its far more advanced than ChatGPT. This is why AI matters for the writers and actors. People dont realize how advanced these AI are.",,,anybody tried google bard ai storytelling based minute story watching far advanced chatgpt ai matter writer actor people dont realize advanced ai
,,,Such iconic characters played by amazing actors... destroyed by some of the worst writing on television. Why? These showrunners are proving AI can do better. So bad. The actors and cool zombies save every episode. Showrunnners SUCK!!,,,iconic character played amazing actor destroyed worst writing television showrunners proving ai better bad actor cool zombie save every episode showrunnners suck
,,,"No Yann, no deep. Regulation is going to guarantee that bad actors have more powerful AI because it is unfettered. Again: No regulations! Government should guide: $s to support actual open development; prizes for goals ~$B for first reasoning sys to cure a mental illness. Etc.",,,yann deep regulation going guarantee bad actor powerful ai unfettered regulation government guide support actual open development prize goal first reasoning cure mental illness etc
,,,"AI will replace a lot of jobs, mine included. Its more than a little scary, and thats not even taking into account of what bad actors will do with it.",,,ai replace lot job mine included little scary thats even taking account bad actor
,,,"And if anyone also tries to tell us fans that AI is the only way because the workers need to be paid less, then I will DumpsterChuck that person without due, people like you, Voice Actors like , Writers &amp; Creators like need to lead things, not AI.",,,anyone also try tell u fan ai worker need paid le dumpsterchuck person without due people like voice actor like writer creator like need lead thing ai
,,,"Star Trek didn't account for AI. Rewrite the show with Verizon management. No actors. Only software, repeating itself.",,,star trek account ai rewrite show verizon management actor software repeating
,,,AI doom in under words: Controlling the superintelligent actors we're creating is too hard.,,,ai doom word controlling superintelligent actor 're creating hard
,,,We need AI security to combat the threat actors using AI to their advantage. Were literally living in a times where its AI battling AI,,,need ai security combat threat actor using ai advantage literally living time ai battling ai
,,,"Previously, we released a similar video featuring rabbits. However, this time we made some quick changes, adopting a completely different style to showcase the flexibility of Replikant. This video incorporates AI assistance tools to enable changes in actors and voices. In",,,previously released similar video featuring rabbit however made quick change adopting completely different style showcase flexibility replikant video incorporates ai assistance tool enable change actor voice
,,,"""AI replacing voice actors for audiobooks""",,,ai replacing voice actor audiobooks
,,,"So, using an actors voice and face without their permission, for monetary gain as its explicitly stated to be an ad, with no profit going towards the actor because its AI and not the actor. So like, can this be a lawsuit? Cause Im no lawyer, but this seems exploitative, right?",,,using actor voice face without permission monetary gain explicitly stated ad profit going towards actor ai actor like lawsuit cause lawyer seems exploitative right
,,,"Will be interesting with AI and better robotics that it launches again sans human actors. Some interactive video messages along with robotic actors for flavor might drop overhead, but still provide an interactive-lite experience.",,,interesting ai better robotics launch sans human actor interactive video message along robotic actor flavor might drop overhead still provide interactive-lite experience
,,,An AI powered agent hacks into a major system without being explicitly asked to by a human. GPT is leaked to bad actors who immediately realign their copy on the basis of their own nationality/race/ideology. Someone's dumb enough to use AI-guided weapons in Ukraine.,,,ai powered agent hack major system without explicitly asked human gpt leaked bad actor immediately realign copy basis nationality/race/ideology someone dumb enough use ai-guided weapon ukraine
,,,Imagining all the ways AI in the hands of bad actors everywhere will totally make this all better.,,,imagining way ai hand bad actor everywhere totally make better
,,,"Lost  x on Objkt. $XTZ ea. In the Cinematic Expressions collection. I love this work because I created using Ai tools, but it % looks like something I'd film on set with real cameras/actors. -thread-",,,lost objkt xtz ea cinematic expression collection work created using ai tool look like something film set real cameras/actors -thread-
,,,i dont know if you need to know this but even if AI is uncopyrightable you can still commit copyright infringement if you use an actors likeness without prior consent,,,dont know need know even ai uncopyrightable still commit copyright infringement use actor likeness without prior consent
,,,"Just to clarify the gravity of this, the studios want to replace union actors with AI, and whats worse is that the AI has been trained using the work of these actors and who have received zero compensation.",,,clarify gravity studio want replace union actor ai whats worse ai trained using work actor received zero compensation
,,,Looks like the link takes to your video from earlier this morning. I arrive at the actors afraid of ai video of yours when I click,,,look like link take video earlier morning arrive actor afraid ai video click
,,,god I hope the actors strike. stamp this ai shit down and hard,,,god hope actor strike stamp ai hard
,,,Actors dont need to worry about AI stealing their jobs,,,actor dont need worry ai stealing job
,,,"Even if we solve for all the ancillary goals the st time, every time a super-human general AI is developed (there will be several actors releasing different versions) we still have no reason to believe the AI wont develop their own emergent goals separate from their programming",,,even solve ancillary goal st every super-human general ai developed several actor releasing different version still reason believe ai wont develop emergent goal separate programming
,,,"-- Let's talk about AI. it might sound like hysteria to sit here and claim that AI is going to take our jobs, but it's happening right now (I'm looking at you voiceover actors)... companies are looking for your likeness, that are offering pittance in return to use your likeness--",,,-- let talk ai might sound like hysteria claim ai going take job happening right looking voiceover actor company looking likeness offering pittance return use likeness --
,,,"When you have many actors that have access to many different types of catastrophic technologies (synbio, AI, cyber) that cant be monitored, you dont get mutually assured destruction and those types of safeties",,,many actor access many different type catastrophic technology synbio ai cyber cant monitored dont get mutually assured destruction type safety
,,,"Thank you for the education. I disagree with the ruling, but there is little chance of over turning it presently With the internet will impinging arguments surface? With AI and bad actors will there be necessary regulation that seems anti first amendment?",,,thank education disagree ruling little chance turning presently internet impinging argument surface ai bad actor necessary regulation seems anti first amendment
,,,"All the AI music ive seen on tiktok recently has me terrified. And people making ai emulators for actors voices is HORRIFYING, its such a breach of privacy and its impersonation! I get people are using it for fun little edits but its just SO WRONG",,,ai music ive seen tiktok recently terrified people making ai emulator actor voice horrifying breach privacy impersonation get people using fun little edits wrong
,,,AI will be putting the majority programmers out of business much faster than it puts the majority actors out of business,,,ai putting majority programmer business much faster put majority actor business
,,,"You know, the use of clones, doubles, actors, or AI imaging (is that what it's called?...just moving images that look and sound real)",,,know use clone double actor ai imaging called moving image look sound real
,,,Just give it time. It's only a matter of time before Hollywood perfects it and replaces every actor with AI doppelgngers and just pays the real actors royalty checks for letting studios use their likeness.,,,give matter hollywood perfect replaces every actor ai doppelgngers pay real actor royalty check letting studio use likeness
,,,"Look, music and television companies, listen up. Nobody really wants AI content as actors or songwriters or singers. I'm sorry but no. I mean, I guess things cld change but no one wants it because art is specifically abt the variety and diversity of humanity. /",,,look music television company listen nobody really want ai content actor songwriter singer sorry mean guess thing change one want art specifically abt variety diversity humanity
,,,"More proof of why AI generators were a mistake. As well as how AI users are trying to make things that companies could use to replaces people (putting many more out of work, including your favorite actors or actresses) and steals their identity.",,,proof ai generator mistake well ai user trying make thing company could use replaces people putting many work including favorite actor actress steal identity
,,,"To be fair Grey, if AI took out actors jobs, nothing is to say that the felons, fellows in charge couldn't run all your audios thru a computer and recreate any dialogue based off your voice.",,,fair grey ai took actor job nothing say felon fellow charge run audio thru computer recreate dialogue based voice
,,,So much for actors if this is all AI generated.,,,much actor ai generated
,,,"I sure hope Renold sues Even with AI being trash, using an actors image without their permission is a big thing. I hope he sues Tesla into the ground",,,sure hope renold sue even ai trash using actor image without permission big thing hope sue tesla ground
,,,SAG ACTORS. Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiations with maximum leverage to get you protections against AI use of your image/voice. -&gt;,,,sag actor vote yes strike authorization mean negotiating committee go amptp negotiation maximum leverage get protection ai use image/voice
,,,"Putting AI replacing actors aside, Crispin Glover sued the producers of Back to the Future (who used his likeness for the film, even though he did not appear in it) for violating his right of publicity. The studio reportedly settled for $k.",,,putting ai replacing actor aside crispin glover sued producer back future used likeness film even though appear violating right publicity studio reportedly settled
,,,The problems right now pale in comparison to whats coming with AI enabled bad actors.,,,problem right pale comparison whats coming ai enabled bad actor
,,,"The biggest threat from AI is when it is used by state actors to advance there agenda, even when they are doing it to keep people safe.",,,biggest threat ai used state actor advance agenda even keep people safe
,,,"What about the labor issues? All the AI art being trained on the work of existing artists not being compensated? Actors having their likeness repurposed, etc",,,labor issue ai art trained work existing artist compensated actor likeness repurposed etc
,,,"Not to mention the continued threat of real artists losing what they do to AI, though some voice actors like Tara Strong have mentioned not being too worried about it. Guess truly emotive performances can be very tricky for ai to try and do on it's own, so it has to copy.",,,mention continued threat real artist losing ai though voice actor like tara strong mentioned worried guess truly emotive performance tricky ai try copy
,,,So check out whos going to be there and make note of the comment that says bad actors might. Lets make it % clear. BAD ACTORS WILL USE AI FOR NEFARIOUS PURPOSES. And those actors will be governments.,,,check who going make note comment say bad actor might let make clear bad actor use ai nefarious purpose actor government
,,,Actors! Your vote is now open. Theyre trying to have AI replace you. Are yall gonna let them get away with that? Take your power back &amp; vote yes. Have your friends vote yes. Encourage your costars to vote yes. Number one on the call sheet? Make sure theyre voting too.,,,actor vote open theyre trying ai replace yall gon let get away take power back vote yes friend vote yes encourage costars vote yes number one call sheet make sure theyre voting
,,,AI is indeed unleashing a swarm of very powerful tools that can be used in very creative ways by both good and bad actors (i.e. impersonation is getting harder to detect). You must be very vigilant in these future times we are living in to avoid getting duped. I was just,,,ai indeed unleashing swarm powerful tool used creative way good bad actor impersonation getting harder detect must vigilant future time living avoid getting duped
,,,Where Actors Could Make a Deal With Studios on AI via,,,actor could make deal studio ai via
